recipe_id,title,instructions,calories,protein_g,carbs_g,fat_g,estimated_cost_lkr
148,Sri Lankan Pumpkin Curry,"Add pumpkin pieces, onion, garlic, green chili, curry leaves, pandan leaves, turmeric, cayenne pepper powder, curry powder, fenugreek seeds, cinnamon sticks, and salt into a pot or a large saucepan. Mix everything well so all the pumpkin pieces coat in spices.; Add pumpkin pieces, onion, garlic, green chili, curry leaves, pandan leaves, turmeric, cayenne pepper powder, curry powder, fenugreek seeds, cinnamon sticks, and salt into a pot or a large saucepan. Mix everything well so all the pumpkin pieces coat in spices.; Add water. Mix everything again. Cover the pot and cook on medium heat until pumpkin pieces are cooked but not mushy. They should hold the shape well but you should be able to pierce the pumpkin flesh with a fork without much effort.; Add water. Mix everything again. Cover the pot and cook on medium heat until pumpkin pieces are cooked but not mushy. They should hold the shape well but you should be able to pierce the pumpkin flesh with a fork without much effort.; Meanwhile, add the mustard seeds to a small mortar and pestle and grind them until they turn into a rough powder.; Meanwhile, add the mustard seeds to a small mortar and pestle and grind them until they turn into a rough powder.; Add the mustard powder to the coconut milk and mix well.; Add the mustard powder to the coconut milk and mix well.; Add coconut milk + mustard mix to the pumpkins and carefully mix everything without mashing the pumpkin pieces (you can add more coconut milk if you want the curry creamier, or add half of the coconut milk with some water if you like the curry to be lighter); Add coconut milk + mustard mix to the pumpkins and carefully mix everything without mashing the pumpkin pieces (you can add more coconut milk if you want the curry creamier, or add half of the coconut milk with some water if you like the curry to be lighter); Let the curry slowly come to a simmer and let it cook on very low heat for about 3 minutes. Taste and adjust the salt. (If your pumpkins are not sweet enough, you can add a little bit of sugar as well); Let the curry slowly come to a simmer and let it cook on very low heat for about 3 minutes. Taste and adjust the salt. (If your pumpkins are not sweet enough, you can add a little bit of sugar as well); Turn off the heat. Sprinkle black pepper on top. Serve hot. Enjoy!; Turn off the heat. Sprinkle black pepper on top. Serve hot. Enjoy!",0.0,0.0,0.0,0.0,63.9
149,Sri Lankan Lunu Miris,"Add chili flakes, Maldive fish chips, salt, and Chili powder into the mortar and grind them until there aren't any big pieces of Maldive fish chips left. They could be hard to chew.; Add chili flakes, Maldive fish chips, salt, and Chili powder into the mortar and grind them until there aren't any big pieces of Maldive fish chips left. They could be hard to chew.; Add the onions. Pound with the pestle until onions and chilies are thoroughly mixed and turned into a rough paste.; Add the onions. Pound with the pestle until onions and chilies are thoroughly mixed and turned into a rough paste.; Add lime juice. Mix well with a spoon. Taste and adjust the salt and lime if needed. Lunu Miris should have a prominent citrus flavor.  It's best to serve it freshly made.; Add lime juice. Mix well with a spoon. Taste and adjust the salt and lime if needed. Lunu Miris should have a prominent citrus flavor.  It's best to serve it freshly made.",0.0,0.0,0.0,0.0,63.9
150,Black Pork Curry (Kalu Uru-Mas Curry),"Soak Goraka (Garcinia cambogia) in hot water until you ready other ingredients. When they are softened, grind them in a small blender cup or in mortar and pestle to a paste. (You can also use store-bought goraka paste or goraka powder)if the Goraka pieces you use are very softened you can crush that in mortar and pestle along with cardamom and cloves too. But if the goraka pieces are too dry, this takes too long. In that case use a blender.; Soak Goraka (Garcinia cambogia) in hot water until you ready other ingredients. When they are softened, grind them in a small blender cup or in mortar and pestle to a paste. (You can also use store-bought goraka paste or goraka powder); In a mortar and pestle, grind cardamom, cloves, and black peppercorns until they are fine (You can remove the outer shell of cardamom). Then add ginger, garlic, and curry leaves and grind them all into a rough paste.; In a mortar and pestle, grind cardamom, cloves, and black peppercorns until they are fine (You can remove the outer shell of cardamom). Then add ginger, garlic, and curry leaves and grind them all into a rough paste.; Add goraka paste, spices & ginger garlic paste, and salt to your pork pieces. Mix it well and set it aside.; Add goraka paste, spices & ginger garlic paste, and salt to your pork pieces. Mix it well and set it aside.; Heat Oil to medium heat. Add Cinnamon. When they start to sizzle, add curry powder, chili powder and salt. Saute for a few seconds until the curry powder turns deeper in color. Then add onions and pandan leaves. Mix well.If you're using a lot of fatty pork pieces, you can render some fat from some of the fatty pork pieces and use it instead of oil. Or if you want to reduce the amount of oil in the curry, you can skip the sauteing, mix everything together and cook. It's still delicious But make sure to cook the curry low and slow.; Add Pork. Mix well with onions. Add a cup of water. Cover with a lid and cook on medium-low heat for about 1 hour or until meat is nice and tender. Stir in between. If the curry is drying out and sticking to the bottom add a little bit more water. If you have too much liquid at the end of cooking, turn up the heat and cook uncovered for a few minutes until excess water evaporates.; Add Pork. Mix well with onions. Add a cup of water. Cover with a lid and cook on medium-low heat for about 1 hour or until meat is nice and tender. Stir in between. If the curry is drying out and sticking to the bottom add a little bit more water. If you have too much liquid at the end of cooking, turn up the heat and cook uncovered for a few minutes until excess water evaporates.",0.0,0.0,0.0,0.0,63.9
151,Sri Lankan Milk Tea,"Add loose-leaf tea/ground tea and water into a tall saucepan. Slowly keep simmering until the water reduces in half and looks dark red/golden in color.highly recommend keeping a separate pot for tea and other beverages.; Add loose-leaf tea/ground tea and water into a tall saucepan. Slowly keep simmering until the water reduces in half and looks dark red/golden in color.; Pour Milk into the saucepan. And let the milk slowly come to simmer. Keep the heat on medium low. Stir it a few times so the ground tea won't sink and stick to the bottom of the pan. Once the milk start to bibble up rapidly, turn the heat off immedietly before the milk boil over.Don't distract yourself when you have a heating milk pot on the stove.  Trust me I'm speaking from experience haha; Pour Milk into the saucepan. And let the milk slowly come to simmer. Keep the heat on medium low. Stir it a few times so the ground tea won't sink and stick to the bottom of the pan. Once the milk start to bibble up rapidly, turn the heat off immedietly before the milk boil over.; Mix in sugar to your taste(Or serve it on side so everyone can add sugar as they prefer). Strain with a tea strainer and serve!; Mix in sugar to your taste(Or serve it on side so everyone can add sugar as they prefer). Strain with a tea strainer and serve!",0.0,0.0,0.0,0.0,55.0
152,Salmon Curry with Coconut Milk,"Marinate Salmon:Add the marinating ingredients (chili powder, black pepper, salt and lime) to the salmon pieces. Gently rub the ingredients into the Salmon pieces to coat them. Set it aside and let it marinate for about 30 minutes.; Add the marinating ingredients (chili powder, black pepper, salt and lime) to the salmon pieces. Gently rub the ingredients into the Salmon pieces to coat them. Set it aside and let it marinate for about 30 minutes.; Prepare crushed ginger and garlic:Meanwhile, Add ginger and garlic into a mortar and pestle. Pound until it becomes a rough paste. If you don't have a mortar and pestle, chop them finely.; Meanwhile, Add ginger and garlic into a mortar and pestle. Pound until it becomes a rough paste. If you don't have a mortar and pestle, chop them finely.; Sear the salmon pieces:When the salmon is marinated, heat a saute pan or a flat-bottom wok. Add oil. Let the oil heat up very well. Place the salmon pieces on the pan, skin side down. Let them fry for about one minute or until the skin starts to turn golden on the edges. And then carefully flip them using tongs and sear the other side for about another minute. Salmon will still be raw in the middle. Don't worry, we are going to simmer them later in the curry.; When the salmon is marinated, heat a saute pan or a flat-bottom wok. Add oil. Let the oil heat up very well. Place the salmon pieces on the pan, skin side down. Let them fry for about one minute or until the skin starts to turn golden on the edges. And then carefully flip them using tongs and sear the other side for about another minute. Salmon will still be raw in the middle. Don't worry, we are going to simmer them later in the curry.; Remove the seared salmon pieces into a clean plate and set them aside.; Remove the seared salmon pieces into a clean plate and set them aside.; Sauté the aromatics:To the same pan/wok, add fenugreek seeds, Ceylon cinnamon sticks, Goraka  (check the description for substitutes), crushed ginger and garlic, curry leaves, pandan leaves, and onion.  Saute until onions start to soften and cook down.; To the same pan/wok, add fenugreek seeds, Ceylon cinnamon sticks, Goraka  (check the description for substitutes), crushed ginger and garlic, curry leaves, pandan leaves, and onion.  Saute until onions start to soften and cook down.; Add spices:Lower the heat and add chili powder, curry powder, turmeric powder, and salt. Mix with the onions and saute for about a minute until the mixture becomes darker in color and aromatic.; Lower the heat and add chili powder, curry powder, turmeric powder, and salt. Mix with the onions and saute for about a minute until the mixture becomes darker in color and aromatic.; Simmer the sauce:Add coconut milk and water. Stir well to combine with the spices and aromatics. Let them simmer for about 5 - 8 minutes on low heat. Stir it from time to time. Do NOT cover with a lid, as the coconut milk can boil over. (If you use freshly squeezed coconut milk, just add the water first, simmer for about 5 minutes, and then add the coconut milk and keep stirring for about a minute. fresh coconut milk tends to curdle with heat) You can add more coconut milk/water if the curry reduces too much.; Add coconut milk and water. Stir well to combine with the spices and aromatics. Let them simmer for about 5 - 8 minutes on low heat. Stir it from time to time. Do NOT cover with a lid, as the coconut milk can boil over. (If you use freshly squeezed coconut milk, just add the water first, simmer for about 5 minutes, and then add the coconut milk and keep stirring for about a minute. fresh coconut milk tends to curdle with heat) You can add more coconut milk/water if the curry reduces too much.; Adding Salmon:Gently place the salmon pieces in the curry, skin side down. With the help of a spoon, slowly baste the salmon pieces with the curry sauce for about 2 minutes. Please do not touch the salmon pieces too much as they can flake or break into pieces.; Gently place the salmon pieces in the curry, skin side down. With the help of a spoon, slowly baste the salmon pieces with the curry sauce for about 2 minutes. Please do not touch the salmon pieces too much as they can flake or break into pieces.; Adding zest and adjusting seasoningAdd lemon or lime zest (I usually use 1/2 of a large lime for 1lb/450g of salmon). Also add the green chilies to the curry. Baste the salmon pieces again to mix the zest with the curry. You can gently shake and turn the pan/wok to move the sauce around. Taste the curry and adjust the seasoning. If the curry tastes bland it usually lacks salt. If the curry is not tangy enough, you can add a few drops of lime/lemon juice when the curry is done cooking (adding lime to coconut milk while it's simmering can make the milk curdle. So it's best to wait until the end to add citrus).  Let the curry simmer for another few minutes in the sauce until the salmon pieces are nice and cooked all the way through and the curry has somewhat thickened.; Add lemon or lime zest (I usually use 1/2 of a large lime for 1lb/450g of salmon). Also add the green chilies to the curry. Baste the salmon pieces again to mix the zest with the curry. You can gently shake and turn the pan/wok to move the sauce around. Taste the curry and adjust the seasoning. If the curry tastes bland it usually lacks salt. If the curry is not tangy enough, you can add a few drops of lime/lemon juice when the curry is done cooking (adding lime to coconut milk while it's simmering can make the milk curdle. So it's best to wait until the end to add citrus).  Let the curry simmer for another few minutes in the sauce until the salmon pieces are nice and cooked all the way through and the curry has somewhat thickened.",0.0,0.0,0.0,0.0,63.9
153,Sri Lankan Coconut Sambol,"Add chili flakes, chili powder, and salt to the mortar and pestle. pound it to make a coarse powder. Salt makes it easier to grind. (if you're adding Maldive fish chips, you can add them now too.); Add chili flakes, chili powder, and salt to the mortar and pestle. pound it to make a coarse powder. Salt makes it easier to grind. (if you're adding Maldive fish chips, you can add them now too.); Then add chopped shallots, and chopped habanero (optional but adds a nice floral aroma and heat), and grind to a coarse paste. Do not grind shallot/onion too much, they become bitter. (You can add the habanero first, grind it finely, and then add chopped shallot and grind that too); Then add chopped shallots, and chopped habanero (optional but adds a nice floral aroma and heat), and grind to a coarse paste. Do not grind shallot/onion too much, they become bitter. (You can add the habanero first, grind it finely, and then add chopped shallot and grind that too); Now add your shredded coconut to the mortar and pestle and pound again to mix.; Add lime juice and pound very well unit everything is thoroughly mixed and no white-color coconut pieces are left.; Add lime juice and pound very well unit everything is thoroughly mixed and no white-color coconut pieces are left.; Taste and adjust salt and lime to your taste.; Taste and adjust salt and lime to your taste.",0.0,0.0,0.0,0.0,63.9
154,Sri Lankan Fish Buns,"Peel and cut the potatoes into quarters. Boil with salted water. Drain completely and let it cool down. Mash them using a fork. Make sure it's chunky, not fully mashed into a paste.; Peel and cut the potatoes into quarters. Boil with salted water. Drain completely and let it cool down. Mash them using a fork. Make sure it's chunky, not fully mashed into a paste.; Heat coconut oil in a large saute pan. Add curry leaves. Then add finely chopped garlic and chopped/sliced green chilies. Fry for a few seconds. Do not wait until garlic becomes brown.; Heat coconut oil in a large saute pan. Add curry leaves. Then add finely chopped garlic and chopped/sliced green chilies. Fry for a few seconds. Do not wait until garlic becomes brown.; Then add chopped onion. Mix well. And let it cook until onions become sweaty.; Then add chopped onion. Mix well. And let it cook until onions become sweaty.; Add chili flakes, turmeric powder, and a bit of salt. Saute. Adjust the chili flakes for your taste; Add chili flakes, turmeric powder, and a bit of salt. Saute. Adjust the chili flakes for your taste; Move the onions to a side of the pan. Add your mackerel (make sure the liquid is completely drained) mash the mackerel pieces using the spatula/spoon.; Move the onions to a side of the pan. Add your mackerel (make sure the liquid is completely drained) mash the mackerel pieces using the spatula/spoon.; Mix well with the onions and saute well.; Mix well with the onions and saute well.; Add your freshly crushed black pepper and salt if needed. Mix well.; Add your freshly crushed black pepper and salt if needed. Mix well.; Finally, add your mashed potatoes and saute for another couple of minutes until everything combines.; Finally, add your mashed potatoes and saute for another couple of minutes until everything combines.; Taste and adjust salt and pepper if needed. Let the mixture cool down.; Taste and adjust salt and pepper if needed. Let the mixture cool down.; Addlukewarmmilk to your mixer bowl. And then add yeast (and a little bit of sugar if you're using active dry yeast or not sure if your yeast is good). Let it sit for a few seconds. It should start to make foam on the edges immediately. If not, your yeast could be expired. Throw it out and start again with new yeast.; Addlukewarmmilk to your mixer bowl. And then add yeast (and a little bit of sugar if you're using active dry yeast or not sure if your yeast is good). Let it sit for a few seconds. It should start to make foam on the edges immediately. If not, your yeast could be expired. Throw it out and start again with new yeast.; Now add very softened butter, sugar, egg, and mix with a spoon. Lastly, add salt and flour.; Now add very softened butter, sugar, egg, and mix with a spoon. Lastly, add salt and flour.; Knead the dough for 8-10mins in the mixer until the dough becomes soft and pliable. (hand kneading instructions are included in the recipe description); Knead the dough for 8-10mins in the mixer until the dough becomes soft and pliable. (hand kneading instructions are included in the recipe description); Make the dough into a ball using your hands. Apply some oil to the bowl. Put the dough in. Apply a few drops of oil on the surface of the dough. Cover with plastic wrap.; Make the dough into a ball using your hands. Apply some oil to the bowl. Put the dough in. Apply a few drops of oil on the surface of the dough. Cover with plastic wrap.; Let it doubled in size. It may take around45mins to 1 hourdepending on the temperature of your house.; Let it doubled in size. It may take around45mins to 1 hourdepending on the temperature of your house.; Degas the dough by punching it down. Transfer the dough to your benchtop.; Degas the dough by punching it down. Transfer the dough to your benchtop.; Cut the dough into 12 equal pieces using a bench scraper or a knife.; Cut the dough into 12 equal pieces using a bench scraper or a knife.; Make them into balls. Roughly about 65g -70 g each. Arrange them on the bench. Cover with a plastic wrap nicely and let them rest for 15mins.; Make them into balls. Roughly about 65g -70 g each. Arrange them on the bench. Cover with a plastic wrap nicely and let them rest for 15mins.; After 15 mins, you'd notice that they've puffed up a little and easy to work with. Take one ball out. Keep the rest of them covered all the time. Flatten it out with your hands until it's about 5 - 6 inches in diameter. Make sure the middle is slightly thicker than the edges. So buns nicely dome up in the middle when they bake.; After 15 mins, you'd notice that they've puffed up a little and easy to work with. Take one ball out. Keep the rest of them covered all the time. Flatten it out with your hands until it's about 5 - 6 inches in diameter. Make sure the middle is slightly thicker than the edges. So buns nicely dome up in the middle when they bake.; Now flip your dough so the smooth side goes down. This means you get the smoother side on the outside of the bun when they’re baked. Put roughly about ⅓ cup of filling in the middle.; Now flip your dough so the smooth side goes down. This means you get the smoother side on the outside of the bun when they’re baked. Put roughly about ⅓ cup of filling in the middle.; Now fold two upper corners to the middle as you make a triangular shape. (please refer to the attached photo) And pinch the edges together to seal.; Now fold two upper corners to the middle as you make a triangular shape. (please refer to the attached photo) And pinch the edges together to seal.; Then fold up the lower ⅓ edge to the middle to completely cover the filling. Pinch the edges again to seal the filling inside.; Then fold up the lower ⅓ edge to the middle to completely cover the filling. Pinch the edges again to seal the filling inside.; Flip it upside-down so the sealed edges go under. Now using your hands you can reshape it to make it look perfect. Reshaping is completely optional.; Flip it upside-down so the sealed edges go under. Now using your hands you can reshape it to make it look perfect. Reshaping is completely optional.; Arrange on a large baking sheet and cover with plastic wrap so it wouldn't dry out. Always keep all the dough pieces covered so they don't dry out and harden the surface. Repeat the process to all the dough balls and arrange the triangles on the baking sheet. Make sure to leave plenty of space between each triangle so they have enough space to rise up and wouldn't stick together in the oven as they puff up in the oven. Let them rise again until they become double in size. This time it would take relatively less time to rise up. (around 30 - 45mins) Do not overproof/wait too long, they'd collapse in the oven.; Arrange on a large baking sheet and cover with plastic wrap so it wouldn't dry out. Always keep all the dough pieces covered so they don't dry out and harden the surface. Repeat the process to all the dough balls and arrange the triangles on the baking sheet. Make sure to leave plenty of space between each triangle so they have enough space to rise up and wouldn't stick together in the oven as they puff up in the oven. Let them rise again until they become double in size. This time it would take relatively less time to rise up. (around 30 - 45mins) Do not overproof/wait too long, they'd collapse in the oven.; Meanwhile preheat the oven to 425F or 215 C.; Meanwhile preheat the oven to 425F or 215 C.; Mix egg yolk and milk together to make the egg wash. When the triangles are doubled in size, apply the egg wash using a pastry brush or a silicone brush.; Mix egg yolk and milk together to make the egg wash. When the triangles are doubled in size, apply the egg wash using a pastry brush or a silicone brush.; Bake for 12 - 15 mins in 425F preheated oven until they're golden on the top. Let them rest and cool down for at least 20 mins for the crumbs to set before you serve them.; Bake for 12 - 15 mins in 425F preheated oven until they're golden on the top. Let them rest and cool down for at least 20 mins for the crumbs to set before you serve them.",0.0,0.0,0.0,0.0,63.9
155,Sri Lankan Devilled Chicken,"Mix all the ingredients from the marinade list above with chicken. Leave it aside for 30 mins or up to 2 hours  (or up to 12 hours in the fridge); Now air-fry them until chicken pieces are golden.  It took me  14mins on 390F in my Ninja air fryer. You may need more or less time than this depending on your air fryer and the size of your chicken pieces.
Make sure you do not overcrowd the air fryer pan and flip them once to get even browning.; Now heat a wok or pan. Add some oil and let it heat. When the oil is hot, add your finely chopped ginger and garlic pieces.; Now add chili flakes and chili paste. Mix everything together.; Now add ketchup and mix.; Then add 1/4 cup of water, mix and let it come to simmer. (You can add more if you want more gravy); When the sauce is simmering you add sugar. Taste and adjust salt if needed. Then add your fried chicken pieces and mix well.; Then add your peppers and onions. Mix well.; (Optional) Add the cornstarch slurry. This will add a nice glossy look to the sauce and chicken pieces. Also if you have some gravy, this will thicken that up. You can also add large chunks of tomatoes too at the end.; (Optional) Add the cornstarch slurry. This will add a nice glossy look to the sauce and chicken pieces. Also if you have some gravy, this will thicken that up. You can also add large chunks of tomatoes too at the end.",0.0,0.0,0.0,0.0,63.9
156,Sri Lankan Hoppers,"The night before you make hoppers (18hrs - 20hrs earlier) make a very thigh dough-like paste using rice flour, yeast, and water. You can use a spoon or fork to mix this. Then cover with and let it ferment for 18 to 20 hours. It's okay to make them a little earlier or a little later. Do NOT add sugar or salt.; 18 to 20 hours later you should be able to notice that there are some bubbles on the surface and the paste has risen a little bit.; After 18 - 20 hours add sugar and coconut milk and make a somewhat thick batter. Not too thick or not too thin. Careful when you add coconut milk. You might need less or more than 200ml. So add a little by little and see the consistency is right. DoNOTadd salt yet. Now cover again and let it sit for 30 mins.; After 18 - 20 hours add sugar and coconut milk and make a somewhat thick batter. Not too thick or not too thin. Careful when you add coconut milk. You might need less or more than 200ml. So add a little by little and see the consistency is right. DoNOTadd salt yet. Now cover again and let it sit for 30 mins.; Meanwhile, add a generous amount of oil to your hopper pan. Let the oil heat a bit and then add an egg yolk if your pan is too sticky. ( Or you can use the whole egg if your pan is old and well seasoned) break the egg yolk in the oil as it frying and rub it all in the pan using your spoon. Then remove the oil and the egg yolk to a heatproof bowl. We are going to use this oil to rub the pan before making each hopper.

**Skip this step completely if you're using a nonstick hopper pan.; After 30 mins of mixing coconut milk and sugar, add salt to the batter and mix very well.; Heat the hopper pan on medium heat, add a ladle full of batter to the center. and swirl the pan around to coat the inside with the batter. Now cover the pan and let it cook for about 45 seconds or until it's done.; and swirl the pan around to coat the inside with the batter. Now cover the pan. Do not open the lid again and again.; and let it cook for about 45 seconds or until it's done.; For egg hoppers, pour the batter ( a little less than plain hoppers), break an egg in, add salt and pepper, cover, and cook on low heat until you get the desired texture.",0.0,0.0,0.0,0.0,9.3
157,Chicken Dum Biryani (Pakki style),"Get a wide pot and add ghee and oil to heat up. Add your thinly sliced onion and fry them until they are brown, on medium heat. Mix time to time to ensure even frying. Do not wait until the onions burn which can make the curry bitter.; When onions are brown, add ginger garlic paste and mix well together. Lower the heat and cover if it splatters. Fry until the raw smell goes away.; Now add your diced tomatoes. Mix well together.; Cook the tomatoes until they're very mushy. Use the back of the spoon to mash them a little bit.; To that, add biryani masala powder, Kashmiri red chili powder, cayenne powder, turmeric powder, salt, and green chilies broken into big pieces.; Toast the spices with onions for about a minute in low heat.; Now add the chicken pieces and mix well together. Let the chicken pieces sear a bit.; Turn off the heat and add your yogurt. Make sure to beat the yogurt with a spoon to break the lumps and to make it smooth.; Mix well with the chicken, turn on the heat to medium-low and add 1/4 cup of water and mix.; Cover it and cook it until the oil separates from the curry. (While the chicken is cooking, you can also start washing and soaking the rice. Check the instructions on the next section); When the oil has separated in the curry, add cilantro, and mint leaves. Mix and cook for another few minutes.; After a few minutes, taste the gravy and see if it has enough salt. Adjust salt if needed.; Cover again and cook on medium-low heat until there's very little gravy left. (about 1/4 cup); When the curry is done, turn off the heat and add 1/2 tsp of lime juice and mix well. If the curry is already sour enough for you with the yogurt then you can skip adding lime.; Meanwhile, you make the chicken, wash your Basmati rice thoroughly until the water runs clear. Then soak the rice in water for about 15mins.; Heat about 2.5l of water in a large pot. To that add cumin seeds, cloves, cardamom, cinnamon, bay leaves, ghee, and salt. Taste the water. It should taste pretty salty. Otherwise, your rice will end up bland. Let the water come to boil.; Add the rice and cook it until they're almost done (about 90%). To test that take a few rice grains out and taste. The rice grains have to be cooked all the way through but they have to be firm when you bite.; When the rice is 90% done, immediately drain the rice using a colander. Spread the rice in the colander so the steam can escape and it would slow down further cooking.; Now layer the rice on top of the chicken you made earlier. Do not press the rice with the spoon. The grains have to be nice and loose.; Mix milk and yellow food color in a small bowl. And pour the yellow milk around the layered rice. Also, add ghee, some of your fried onion, some of the cilantro, and mint leaves on the top of the rice.; Cover your pot tightly with an aluminum foil and close with a tight-fitting lid to stop steam from leaking.; Cook for about 4 mins on medium-high heat. Then set the flame/heat to the lowest setting and cook for another 15 mins. Turn off the heat and leave for another 15mins before you open it.; Serve without over mixing the rice with chicken.  Garnish with rest of the fried onion, cilantro, and mint. Serve with boiled eggs, yogurt or raita.",0.0,0.0,0.0,0.0,63.9
158,Sri Lankan Black Pepper pork curry,"Marinate the pork pieces with roasted curry powder, roasted chili powder, Garcinia Cambogia, turmeric powder, and salt. Set it aside.; Heat oil in a pan. Add curry leaves, pandan leaves, cinnamon stick, opened cardamom pods, cloves. Fry in oil for few seconds until aromatic. (I didn't have curry leaves and pandal leaves at the moment. But definitely add if you have them. they add a really good aroma to the curry); Now add your freshly made ginger and garlic paste, onions and sliced green chilies. Saute until onions turn translucent and the raw ginger and garlic smell go away.; Add the marinated pork pieces. Turn the heat medium-high and saute with onions mixture for about a minute.; Then lower the heat. Add water, mix, cover and cook until about 1/3 cup of water left. (even if you double the recipe, you don't have to increase about of water. You get plenty of water to the curry from the meat itself). We are adding a bit of water to increase the cooking time as it helps to tenderize the meat.; Add freshly ground black pepper and vinegar. Mix well. Taste and adjust salt and vinegar if needed. and cook for 2 - 3 mins more or until you get the desired consistency.",0.0,0.0,0.0,0.0,63.9
159,The Best Sri Lankan Coconut Roti,"Put the shredded coconut into a large bowl. Add softened butter, thinly sliced onion/shallot, green chili, sliced curry leaves, and salt. crush and mix well with your hands. Taste. It should taste a little salty. If not add a bit more salt and mix again. 
( The basic coconut roti only needs coconut, flour, water, and salt. You can skip all the other ingredients or use some but they add really good flavors); Add flour to the mix and carefully mix the flour with coconut mixture to coat all the coconut with flour. You can just run your fingers in a circular motion to mix them. no need to knead.; Then add water, a little by little and gently mix with your fingers to make big lumps.; When you enough water to foam some big lumps them knead the dough for about two minutes. No need to be vigorous like you make other bread varieties. You only need to make a pliable, nonsticky dough.  It doesn't have to be smooth.; Now divide the dough into 6 equal balls. If you want smaller Rotis divide the dough to 8 balls.; Using your two hands, make them into a round ball. One at a time. With this amount, you can make 6 balls. Keep them covered until you make them. (see the description for storing/freezing options); Now, on a clean flat surface, apply some coconut oil. You can a flat plate, a tray, a banana leaf, or even your clean countertop. Put one ball in, flat it out until you get about 3/4cm to 1cm thickness. Don't make it too thin, the Rotis would dry out and turn into a biscuity texture. If you roll them thick, then you might end up with a raw middle.; Heat a roti pan, or a cast-iron skillet (these are the best options but any other pan would also work). Lay a roti and cook about a minute or until you get nice char marks.; Then flip and cook again until it's cooked all the way through. When it's done transfer into a cooling rack. While one roti is cooking you can flat out the next roti.",0.0,0.0,0.0,0.0,63.9
160,Sri Lankan Egg Rolls,"Heat a tbsp of coconut oil. Add chopped garlic, chopped onion, green chilies and fry until onions get sweaty. Then add the diced carrot and some salt. Cook on medium until carrots are cooked all the way through. Then move the veggies to a side of the pan and add the chili flakes. mix and toast a bit and add the onion and carrot mixture. Add your potatoes. stir fry a bit and add the drained tuna. (You can use canned mackerel too but the taste and smell would be different.) Break with the spoon and stirfry for about a minute. Add the chopped leeks. Mix and well. If you feel like the mixture is too dry, add about a tsp of water and stir. Turn off the heat. Let the mixture cool down.; Whisk flour water and salt together and make a smooth somewhat thin batter (a little thinner than heavy whipping cream). You can use your blender too to mix the batter.; Heat a nonstick skillet or nonstick hopper pan (which is what I use). Brush a thin coating of oil using a paper tissue. Add about 1/3 cup of batter and swirl the pan to spread it evenly. Cook for about 30seconds to a minute or until it's cooked all the way through. (cover the pan if you use a nonstick hopper pan. If you feel like the pancakes are thick and not flexible, add a bit of water, a tbsp at a time, and thin it out. What you need is a very thin and flexible pancake.; Carefully transfer the pancake into a plate. Do not flip. Add 3 - 4 tbsp of filling in the middle. Also, place half of a boiled egg on the top. If you can roughly arrange the filling as a triangle, it would be easier in the next step.
(Meanwhile, you can make another pancake too. Then you can do this whole process like a production line); Fold from three corners to the middle to make it into a triangle. Check out the photo. Try not to leave much air inside the roll when you fold it. (why? read the tips on the recipe description); Dust a tray/plate with flour and place the roll. Do this whole process to all the rolls. Do not stack them.; add a cup of flour and a little less than a cup of water, and a bit of salt to a bowl and make another batter. If you have any leftover batter from the pancake making, you can use the same batter for coating too. Also, put breadcrumbs into a plate.; Now using tongs or one hand, dip one egg roll in the batter. And lift and hold it to remove any excess dripping batter. Transfer the eggroll to the breadcrumb plate, and coat well with breadcrumbs. Lift the roll and shake to remove any excess breadcrumbs and pat with your hand so that breadcrumbs stick to the pancake very well. Place it back on the tray/plate.
If the breadcrumbs you're using are very fine and powdery, do this coating process one more time to double coat the egg rolls.; Now if you have time, refrigerate the egg rolls in the fridge for about an hour or up until you're ready to fry them. If you're out of time, at least let them rest until the batter you use to coat dries out. As the batter dries out, the breadcrumbs stick to the pancake pretty nicely.; Heat oil in a deep vessel/pot. put a piece of a batter+breadcrumb piece and see if it floats immediately. If it floats then the oil is ready. Fry the egg rolls in hot oil. Make sure to flip them frequently to ensure even heat distribution. Also, be generous with the oil. Do not overcrowd the pan as the rolls drop the oil temp significantly. And add one roll at a time and let it fry for about 30 seconds before you add the next one. 
Put them on a paper towel after frying to remove excess water. Let them cool down on a cooling rack if you want to keep them crispy for longer.",0.0,0.0,0.0,0.0,63.9
