recipe_id,ingredient,unit,quantity,seasonality,seasonality_confidence
87,Thick coconut milk - 50ml,,,Dry_Season,0.45
87,Thin coconut milk - 100ml,,,Dry_Season,0.45
87,Thin tamarind juice - 50ml,,,Dry_Season,0.53
87,Curry leaves - Few,,,Year_Round,0.59
87,Salt - As you want (KETO people use Himalayan Pink Salt),,,Inter_Monsoon,0.33
87,Cooking oil - As you wish (KETO people use Organic Coconut Oil),,,Dry_Season,0.45
88,Mutton Blood - 130g,,,Dry_Season,0.3
88,Shallots/Small onion - 40g,,,Year_Round,0.64
88,Green chili - 2/5 or 3,,,Year_Round,0.8
88,Dried red chili - 4/5 or 5,,,Year_Round,0.73
88,Curry leaves - 2/5 or 3 sprigs,,,Year_Round,0.59
88,Turmeric powder - 1/5 teaspoon,,,Dry_Season,0.3
88,Fennel seeds - 1/5 tablespoon,,,Dry_Season,0.3
88,Mustard seeds - 1/5 teaspoon,,,Dry_Season,0.3
88,Salt - As you want,,,Dry_Season,0.3
88,Cooking oil - As you want,,,Dry_Season,0.3
89,Noodle - 100g,,,Dry_Season,0.3
89,Prawn/Shrimp - 75g (After clean),,,Dry_Season,0.3
89,Carrot - 37 1/2g,,,Northeast_Monsoon,0.6
89,Leeks - 18 3/4g,,,Northeast_Monsoon,0.59
89,Cabbage - 18 3/4g,,,Southwest_Monsoon,0.41
89,Green bean - 18 3/4g,,,Southwest_Monsoon,0.45
89,Onion - 37 1/2g,,,Year_Round,0.64
89,Curry leaves - 3/4 sprigs,,,Year_Round,0.59
89,Garlic paste - 1/2 teaspoons,,,Year_Round,0.63
89,Ginger paste - 1/4 teaspoon,,,Year_Round,0.64
89,Turmeric powder - ½ + ½ teaspoon,,,Dry_Season,0.3
89,Salt - As you need,,,Dry_Season,0.3
89,Cooking oil - As you need,,,Dry_Season,0.3
90,-----For Chicken Curry-----,,,Year_Round,0.62
90,Chicken - 250g,,,Dry_Season,0.3
90,Onion - 25g,,,Year_Round,0.67
90,Tomato - 50g,,,Inter_Monsoon,0.31
90,Garlic paste - 1/5 ½ tablespoon,,,Year_Round,0.63
90,Ginger paste - ¾ tablespoon,,,Year_Round,0.64
90,Mustard seeds - ½ teaspoon,,,Dry_Season,0.3
90,Turmeric powder - ¾ teaspoon,,,Dry_Season,0.3
90,Curry leaves - Few,,,Year_Round,0.59
90,Water - 30ml,,,Inter_Monsoon,0.33
90,Salt - As you want (KETO people use the Himalayan Pink Salt),,,Inter_Monsoon,0.33
90,Cooking oil - As you want (KETO people use the Organic Coconut Oil),,,Dry_Season,0.45
90,-----For Curry Powder-----,,,Year_Round,0.62
90,Dried red chili - 2 to 12,,,Year_Round,0.73
90,Coriander seeds - 1/5 tablespoon,,,Year_Round,0.37
90,Black pepper - 1/5 tablespoon,,,Inter_Monsoon,0.33
90,Fennel seeds - ¾ tablespoon,,,Dry_Season,0.3
90,Cumin seeds - ¼ tablespoon,,,Dry_Season,0.3
90,Cardamom - 1,,,Inter_Monsoon,0.33
90,Crushed cinnamon - 1/5 tablespoon,,,Dry_Season,0.3
90,Curry leaves - 1/5 sprig,,,Year_Round,0.59
91,Beef oxtail - 1/6kg,,,Dry_Season,0.3
91,Tomato - 41 2/3g,,,Inter_Monsoon,0.27
91,Onion - 25g,,,Year_Round,0.67
91,Garlic paste - 1/6 tablespoon,,,Year_Round,0.63
91,Ginger paste - ½ tablespoon,,,Year_Round,0.64
91,Curry powder - 1/2 tablespoons,,,Year_Round,0.62
91,Curry leaves - Few,,,Year_Round,0.59
91,Mustard seeds - ½ teaspoon,,,Dry_Season,0.3
91,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
91,Water - As you want,,,Dry_Season,0.3
91,Salt - As you want (KETO people use the Himalayan Pink Salt),,,Inter_Monsoon,0.33
91,Cooking oil - As you want (KETO people use the Organic Coconut Oil),,,Dry_Season,0.45
92,Boneless chicken - 14 2/7g,,,Dry_Season,0.3
92,Potato - 10g,,,Northeast_Monsoon,0.39
92,Onion - 7 1/7g,,,Year_Round,0.64
92,Green chili - 1/9 to 6,,,Year_Round,0.8
92,Garlic clove - 1/9 to 6,,,Year_Round,0.63
92,Curry leaves - Few,,,Year_Round,0.59
92,Spring roll paper - 1 1/7 sheets,,,Dry_Season,0.3
92,Cardamom - 1/12 or 4,,,Dry_Season,0.3
92,Crushed cinnamon - ¾ teaspoon,,,Dry_Season,0.3
92,Chili powder - 0.03 tablespoon,,,Year_Round,0.69
92,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
92,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
92,Salt - As you wish,,,Dry_Season,0.3
92,Water - 2 6/7ml,,,Dry_Season,0.3
92,Cooking oil - As you need,,,Dry_Season,0.3
93,Whole fish - 1 medium size,,,Dry_Season,0.3
93,Fenugreek seeds - ½ teaspoon,,,Dry_Season,0.3
93,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
93,Sugar - ¼ teaspoon,,,Dry_Season,0.3
93,Salt - As you need,,,Dry_Season,0.3
93,Thin tamarind juice - 100ml,,,Dry_Season,0.53
93,Red chili flakes - 1/2 tablespoon,,,Year_Round,0.73
93,Onion - 25g to 75g,,,Year_Round,0.64
93,Garlic cloves - 2 1/2 or 6,,,Year_Round,0.63
93,Green chili - 2 or 5,,,Year_Round,0.8
93,Cooking oil - 1 1/2 tablespoons,,,Dry_Season,0.3
93,Water - As you need,,,Dry_Season,0.3
94,Parotta/Roti - 2 1/7 (Each Roti is about 15cm diameter),,,Dry_Season,0.3
94,Beef Curry - Curry from 71 3/7g of beef,,,Year_Round,0.62
94,Eggs - 1,,,Dry_Season,0.38
94,Leeks - 10 5/7g,,,Northeast_Monsoon,0.59
94,Carrot - 14 2/7g,,,Northeast_Monsoon,0.6
94,Curry leaves - Few,,,Year_Round,0.59
94,Onion - 35 5/7g,,,Year_Round,0.64
94,Green chili - 3 4/7g,,,Year_Round,0.8
94,Salt - As you need,,,Dry_Season,0.3
94,Cooking oil - As you need,,,Dry_Season,0.3
95,Beef - 17g,,,Inter_Monsoon,0.35
95,Potato - 6g,,,Northeast_Monsoon,0.36
95,Onion - 6g,,,Year_Round,0.69
95,Garlic cloves - 1/10 to 7,,,Year_Round,0.63
95,Ginger - Small size (about the size of one large garlic clove),,,Year_Round,0.65
95,Green chili - 1/13 to 6,,,Year_Round,0.8
95,Curry leaves - Few,,,Year_Round,0.59
95,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
95,Salt - As you want,,,Dry_Season,0.3
95,Red chili powder - 0.02 tablespoon,,,Year_Round,0.73
95,Coriander powder - 0.04 teaspoons,,,Year_Round,0.37
95,Lemon - ½,,,Dry_Season,0.33
95,Egg - 1/10,,,Inter_Monsoon,0.35
95,Breadcrumbs - 5g,,,Dry_Season,0.3
95,Spring roll wrapper - 1 (6” or 150mm square sheet),,,Dry_Season,0.3
95,Cooking oil - As you need,,,Dry_Season,0.3
96,Fish - 2 pieces (500g),,,Dry_Season,0.3
96,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
96,Chili powder - ½ teaspoon,,,Year_Round,0.69
96,Salt - As you need,,,Dry_Season,0.3
96,Cooking oil - As needed,,,Dry_Season,0.3
97,Chicken - 208 1/3g,,,Dry_Season,0.3
97,Hot & spicy chicken fry mix powder - 2/3 tablespoons,,,Dry_Season,0.75
97,Chili powder - 1/6 tablespoon,,,Year_Round,0.69
97,Water - 16 2/3ml,,,Dry_Season,0.3
97,Salt - As you want,,,Dry_Season,0.3
97,Lime - As you want (Optional),,,Dry_Season,0.47
97,Onion - As you want (Optional),,,Year_Round,0.64
98,-----For Chicken Curry-----,,,Year_Round,0.62
98,Chicken - 1/7kg,,,Dry_Season,0.3
98,Tomato - 42 6/7g,,,Inter_Monsoon,0.27
98,Onion - 14 2/7g,,,Year_Round,0.64
98,Garlic paste - 1/7 tablespoon,,,Year_Round,0.63
98,Ginger paste - ½ tablespoon,,,Year_Round,0.64
98,Curry powder - 3/7 tablespoons,,,Year_Round,0.62
98,Cardamom - 4/7,,,Dry_Season,0.3
98,Crushed cinnamon - ½ tablespoon,,,Dry_Season,0.3
98,Turmeric powder - 1/7 teaspoon,,,Dry_Season,0.3
98,Mustard seeds - ½ teaspoon,,,Dry_Season,0.3
98,Curry leaves - Few,,,Year_Round,0.59
98,Salt - As you want,,,Dry_Season,0.3
98,Cooking oil - As you need,,,Dry_Season,0.3
98,Water - 71 3/7ml,,,Dry_Season,0.3
98,-----For Kottu Roti-----,,,Dry_Season,0.3
98,Parotta/Paratha Roti - 2 6/7,,,Dry_Season,0.3
98,Eggs - 1 3/7,,,Inter_Monsoon,0.33
98,Carrot - 35 5/7g,,,Northeast_Monsoon,0.6
98,Leek - 21 3/7g,,,Dry_Season,0.3
98,Banana pepper - 14 2/7g,,,Inter_Monsoon,0.47
98,Onion - 35 5/7g,,,Year_Round,0.64
98,Green chili - 1 3/7 to 12,,,Year_Round,0.8
98,Curry leaves - 2/7 or 3 sprigs,,,Year_Round,0.59
98,Salt - As you want,,,Dry_Season,0.3
98,Cooking oil - As you want,,,Dry_Season,0.3
99,Fish - 125g,,,Inter_Monsoon,0.37
99,Tomato - 50g,,,Inter_Monsoon,0.31
99,Onion - 18 3/4g,,,Year_Round,0.64
99,Green chili - 3/4 or 4,,,Year_Round,0.8
99,Lime - ½,,,Dry_Season,0.56
99,Curry leaves - Few,,,Year_Round,0.59
99,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
99,Fenugreek seeds - ¼ teaspoon,,,Dry_Season,0.3
99,Thick coconut milk - 75ml,,,Dry_Season,0.45
99,Thin coconut milk - 150ml,,,Dry_Season,0.45
99,Salt - As you want (KETO people use the Himalayan Pink Salt),,,Inter_Monsoon,0.33
100,Boneless chicken - 35g,,,Dry_Season,0.3
100,Carrot - 25g,,,Northeast_Monsoon,0.63
100,Green bean - 12 1/2g,,,Southwest_Monsoon,0.45
100,Egg - 2/5 or 5,,,Dry_Season,0.3
100,Cornstarch - 15g,,,Dry_Season,0.3
100,Crushed black pepper - 1/10 ½ tablespoon,,,Inter_Monsoon,0.33
100,Turmeric powder - ½ + ½ teaspoon,,,Dry_Season,0.3
100,Salt - As you want,,,Dry_Season,0.3
100,Water - 2/5 liters,,,Dry_Season,0.3
101,Noodles - 100g,,,Dry_Season,0.3
101,Boneless chicken - 100g,,,Dry_Season,0.3
101,Carrot - 25g,,,Northeast_Monsoon,0.63
101,Cabbage - 18 3/4g,,,Southwest_Monsoon,0.41
101,Leeks - 18 3/4g,,,Northeast_Monsoon,0.59
101,Banana pepper - 12 1/2g,,,Inter_Monsoon,0.47
101,Onion - 25g,,,Year_Round,0.67
101,Curry leaves - 1/2 sprigs,,,Year_Round,0.59
101,Garlic paste - 1/4 teaspoon,,,Year_Round,0.63
101,Ginger paste - ¼ teaspoon,,,Year_Round,0.64
101,Turmeric powder - ½ + ¼ teaspoons,,,Dry_Season,0.3
101,Cardamom - 3/4 to 5,,,Dry_Season,0.3
101,Crushed cinnamon - ¾ teaspoon,,,Dry_Season,0.3
101,Salt - As you want,,,Dry_Season,0.3
101,Cooking oil - As you need,,,Dry_Season,0.3
102,Tinned fish - 28 1/2g (Only Fish Chunks),,,Dry_Season,0.3
102,Bread - 2 slices,,,Dry_Season,0.3
102,Butter - As you wish,,,Dry_Season,0.3
102,Potato - 50g,,,Northeast_Monsoon,0.39
102,Onion - 20g,,,Year_Round,0.67
102,Garlic cloves - 1/2 or 6,,,Year_Round,0.63
102,Dried red chili - 2 to 25 (about 25g),,,Year_Round,0.73
102,Curry leaves - Few,,,Year_Round,0.59
102,Mustard seeds - ½ teaspoon,,,Dry_Season,0.3
102,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
102,Salt - As you need,,,Dry_Season,0.3
102,Cooking oil - As you need,,,Dry_Season,0.3
102,Lime - ½ Large,,,Dry_Season,0.47
102,Water - 10ml,,,Inter_Monsoon,0.33
103,"Squid arm, tentacles, and head - 25g",,,Dry_Season,0.3
103,Squid ink - 3/4 or 4 portions,,,Dry_Season,0.3
103,Water - 175ml,,,Dry_Season,0.3
103,Onion - 12 1/2g,,,Year_Round,0.64
103,Green chili - 1/2 or 3,,,Year_Round,0.8
103,Garlic cloves - 1/2 or 3,,,Year_Round,0.63
103,Fenugreek seeds - ¼ teaspoon,,,Dry_Season,0.3
103,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
103,Lime - ½,,,Dry_Season,0.56
103,Curry leaves - Few,,,Year_Round,0.59
103,Salt - As you need,,,Dry_Season,0.3
104,Grated coconut - 50g,,,Dry_Season,0.45
104,Dried red chili - 4 to 12,,,Year_Round,0.73
104,Crushed Maldives fish - 1 tablespoons,,,Dry_Season,0.3
104,Onion - 2 1/2 to 7 small,,,Year_Round,0.64
104,Sugar - ¼ teaspoon,,,Dry_Season,0.3
104,Lime - ½,,,Dry_Season,0.56
104,Salt - As you need,,,Dry_Season,0.3
105,Tin fish pieces - 75g,,,Dry_Season,0.3
105,Onion - 25g,,,Year_Round,0.67
105,Garlic clove - 1 1/4 to 7,,,Year_Round,0.63
105,Curry leaves - Few,,,Year_Round,0.59
105,Thin coconut milk - 100ml,,,Dry_Season,0.45
105,Thin tamarind juice - 37 1/2ml,,,Dry_Season,0.53
105,Curry powder - 1/4 ¼ tablespoon,,,Year_Round,0.62
105,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
105,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
105,Fenugreek seeds - 1/2 or 3 pinch,,,Dry_Season,0.3
105,Salt - As you need,,,Dry_Season,0.3
105,Cooking oil - As you need,,,Dry_Season,0.3
106,Boneless chicken - 16 2/3g,,,Dry_Season,0.3
106,Potato - 11 2/3g,,,Northeast_Monsoon,0.38
106,Onion - 8 1/3g,,,Year_Round,0.64
106,Spring roll paper - 2/3 sheets,,,Dry_Season,0.3
106,Green chili - 2/15 to 6,,,Year_Round,0.8
106,Garlic clove - 2/15 to 6,,,Year_Round,0.63
106,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
106,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
106,Chili powder - 0.03 tablespoon,,,Year_Round,0.69
106,Crushed cinnamon - ¾ teaspoon,,,Dry_Season,0.3
106,Cardamom - 1/10 or 4,,,Dry_Season,0.3
106,Curry leaves - Few,,,Year_Round,0.59
106,Water - 3 1/3ml,,,Dry_Season,0.3
106,Salt - As you wish,,,Dry_Season,0.3
106,Cooking oil - As you need,,,Dry_Season,0.3
107,Eggs - 1 1/2,,,Inter_Monsoon,0.33
107,Onion - 25g,,,Year_Round,0.67
107,Garlic cloves - 1 1/2 or 4,,,Year_Round,0.63
107,Curry leaves - Few,,,Year_Round,0.59
107,Thin coconut milk - 175ml,,,Dry_Season,0.45
107,Thin tamarind juice - 50ml,,,Dry_Season,0.53
107,Curry powder - 1/2 ¼ tablespoons,,,Year_Round,0.62
107,Fenugreek seeds - ½ teaspoon,,,Dry_Season,0.3
107,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
107,Salt - As you want,,,Dry_Season,0.3
107,Cooking oil - As you want,,,Dry_Season,0.3
108,Basmati rice - 100g,,,Year_Round,0.54
108,Boneless chicken - 100g,,,Dry_Season,0.3
108,Carrot - 25g,,,Northeast_Monsoon,0.63
108,Green bean - 18 3/4g,,,Southwest_Monsoon,0.45
108,Leeks - 18 3/4g,,,Northeast_Monsoon,0.59
108,Onion - 25g,,,Year_Round,0.67
108,Curry leaves - 1/4 or 2 sprigs,,,Year_Round,0.59
108,Garlic paste - 1/4 teaspoon,,,Year_Round,0.63
108,Ginger paste - ¼ teaspoon,,,Year_Round,0.64
108,Turmeric powder - ¾ teaspoon,,,Dry_Season,0.3
108,Cinnamon - 1 to 6,,,Dry_Season,0.3
108,Crushed cardamom - ½ teaspoon,,,Dry_Season,0.3
108,Salt - As you need,,,Dry_Season,0.3
108,Cooking oil - As you need,,,Dry_Season,0.3
109,Pork - 166 2/3g,,,Dry_Season,0.3
109,Onion - 33 1/3g,,,Year_Round,0.64
109,Curry leaves - Few,,,Year_Round,0.59
109,Thin milk - 83 1/3ml,,,Dry_Season,0.3
109,Water - 133 1/3ml,,,Dry_Season,0.3
109,Curry powder - 2/3 tablespoons,,,Year_Round,0.62
109,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
109,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
109,Fennel seeds - ½ teaspoon,,,Dry_Season,0.3
109,Lime - ½,,,Dry_Season,0.56
109,Salt - As you need,,,Dry_Season,0.3
109,Cooking oil - As you need,,,Dry_Season,0.3
110,Whole fish - 2 (350g),,,Dry_Season,0.3
110,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
110,Curry powder/Chilli powder - ½ tablespoon,,,Year_Round,0.62
110,Thin tamarind juice - 33 1/3ml,,,Dry_Season,0.53
110,Water - As you need (I used 50ml),,,Dry_Season,0.3
110,All-purpose flour - As you need (I used 33 1/3g),,,Dry_Season,0.3
110,Breadcrumbs - As you need (I used 33 1/3g),,,Dry_Season,0.3
110,Salt - As you need,,,Dry_Season,0.3
110,Cooking oil - As you need,,,Dry_Season,0.3
111,Crab - 175g (Before clean),,,Dry_Season,0.3
111,Onion - 25g,,,Year_Round,0.67
111,Garlic clove - 3/4 or 4,,,Year_Round,0.63
111,Ginger - Small (About the size of a garlic clove),,,Year_Round,0.65
111,Curry leaves - Few,,,Year_Round,0.59
111,Curry powder - 3/4 tablespoons,,,Year_Round,0.62
111,Fenugreek Seeds - ¾ teaspoon,,,Dry_Season,0.3
111,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
111,Salt - As you wish,,,Dry_Season,0.3
111,Thin coconut milk - 100ml,,,Dry_Season,0.45
111,Thin tamarind juice - 50ml,,,Dry_Season,0.53
111,Cooking oil - As you want,,,Dry_Season,0.3
112,Fish - 3/16kg,,,Dry_Season,0.3
112,Cuttlefish/Squid - 31 1/4g,,,Dry_Season,0.3
112,Prawn/Shrimp - 31 1/4g,,,Dry_Season,0.3
112,Crab - 62 1/2g,,,Dry_Season,0.3
112,Long beans - 12 1/2g,,,Inter_Monsoon,0.78
112,Tapioca - 43 3/4g,,,Dry_Season,0.3
112,Jackfruit seeds - 25g,,,Dry_Season,0.8
112,Palmyra tuber flour/Odiyal flour - 9 3/8g,,,Northeast_Monsoon,0.59
112,Brown rice - 12 1/2g,,,Year_Round,0.54
112,Red chili flakes - 9 3/8g,,,Year_Round,0.73
112,Turmeric powder - 1/8 teaspoon,,,Dry_Season,0.3
112,Salt - As you need,,,Dry_Season,0.3
112,Thin tamarind juice - 75ml,,,Dry_Season,0.53
112,Water - 250ml,,,Dry_Season,0.3
113,Fish (Sprat) - 33 1/3g,,,Dry_Season,0.3
113,Tomato - 25g,,,Inter_Monsoon,0.31
113,Onion - 16 2/3g,,,Year_Round,0.64
113,Green Chili - 1 to 5,,,Year_Round,0.8
113,Thin Coconut Milk - 116 2/3ml,,,Dry_Season,0.45
113,Water - 50ml,,,Inter_Monsoon,0.33
113,Curry Leaves - Few,,,Year_Round,0.59
113,Turmeric Powder - ¼ Teaspoon,,,Dry_Season,0.3
113,Salt - As you need,,,Dry_Season,0.3
113,Lime - ½,,,Dry_Season,0.56
114,Fish - 133 1/3g,,,Dry_Season,0.3
114,Onion - 16 2/3g,,,Year_Round,0.64
114,Green chili - 2/3 or 3,,,Year_Round,0.8
114,Garlic cloves - 1 or 4,,,Year_Round,0.63
114,Curry leaves - Few,,,Year_Round,0.59
114,Curry powder - 2/3 tablespoons,,,Year_Round,0.62
114,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
114,Fenugreek seeds - ¼ teaspoon,,,Dry_Season,0.3
114,Coconut milk - 66 2/3ml,,,Dry_Season,0.45
114,Tamarind juice - 50ml,,,Dry_Season,0.53
114,Salt - As you need,,,Dry_Season,0.3
115,Fish egg (Grey Mullet Fish) - 100g,,,Dry_Season,0.3
115,Onion - As you wish,,,Year_Round,0.64
115,Green chili - As you wish,,,Year_Round,0.8
115,Lime - As you wish,,,Dry_Season,0.47
115,Curry powder - ½ tablespoon,,,Year_Round,0.62
115,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
115,Water - 100ml,,,Dry_Season,0.3
115,Salt - As you need,,,Dry_Season,0.3
115,Cooking oil - As you need,,,Dry_Season,0.3
116,Whole chicken - 1/5 ¼ kg,,,Dry_Season,0.3
116,Chili powder - 1/5 ½ tablespoons,,,Year_Round,0.69
116,Garlic paste - 1/5 tablespoon,,,Year_Round,0.63
116,Ginger paste - ¾ tablespoon,,,Year_Round,0.64
116,Maggi chicken soup cube - ¾ tablespoon,,,Dry_Season,0.3
116,Butter - 3g,,,Inter_Monsoon,0.37
116,Lime - ½,,,Dry_Season,0.56
116,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
116,Salt - As you need,,,Dry_Season,0.3
116,Cooking oil - As you need,,,Dry_Season,0.3
117,Baby squid/calamari - 125g,,,Dry_Season,0.3
117,Onion - 25g,,,Year_Round,0.67
117,Thin coconut milk - 100ml,,,Dry_Season,0.45
117,Thin tamarind juice - 50ml,,,Dry_Season,0.53
117,Curry powder - 1 tablespoons,,,Year_Round,0.62
117,Garlic paste - 1/2 teaspoon,,,Year_Round,0.63
117,Ginger paste - ½ teaspoon,,,Year_Round,0.64
117,Curry leaves - Few,,,Year_Round,0.59
117,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
117,Fenugreek seeds - ¼ teaspoon,,,Dry_Season,0.3
117,Salt - As you need,,,Dry_Season,0.3
117,Cooking oil - As you need,,,Dry_Season,0.3
118,Potato - 83 1/3g,,,Northeast_Monsoon,0.38
118,Crushed Maldives dry fish - 1 to 4 tablespoons,,,Dry_Season,0.75
118,Onion - 33 1/3g,,,Year_Round,0.64
118,Tomato - 33 1/3g,,,Inter_Monsoon,0.27
118,Curry powder - 1/3 tablespoon,,,Year_Round,0.62
118,Thin coconut milk - 100ml,,,Dry_Season,0.45
118,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
118,Fennel seeds - ¼ teaspoon,,,Dry_Season,0.3
118,Turmeric Powder - ¼ teaspoon,,,Dry_Season,0.3
118,Green chili - 2/3 or 3,,,Year_Round,0.8
118,Lime - ½,,,Dry_Season,0.56
118,Curry leaves - Few,,,Year_Round,0.59
118,Salt - As you want,,,Dry_Season,0.3
118,Cooking oil - As you want,,,Dry_Season,0.3
119,Beef - 125g,,,Inter_Monsoon,0.37
119,Garlic cloves - 2 to 10,,,Year_Round,0.63
119,Ginger - Small piece (about the size of two garlic cloves),,,Year_Round,0.65
119,Chili powder - 1/4 teaspoon,,,Year_Round,0.69
119,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
119,Sugar - ¼ teaspoon,,,Dry_Season,0.3
119,Ordinary vinegar - 3/4 tablespoons,,,Dry_Season,0.3
119,Red chili flakes - 1/4 tablespoon,,,Year_Round,0.73
119,Onions - 37 1/2g to 200g,,,Year_Round,0.62
119,Banana pepper - 7 1/2g,,,Inter_Monsoon,0.47
119,Tomato sauce - 1 or 5 tablespoons,,,Inter_Monsoon,0.27
119,Lime - ½,,,Dry_Season,0.56
119,Water - As you need (I used 32 1/2ml),,,Dry_Season,0.3
119,Salt - As you need,,,Dry_Season,0.3
119,Cooking oil - As you need,,,Dry_Season,0.3
120,Dried sprats - 16 2/3g,,,Dry_Season,0.3
120,Tomato - 33 1/3g,,,Inter_Monsoon,0.27
120,Onion - 25g,,,Year_Round,0.67
120,Garlic cloves - 1 2/3 to 7,,,Year_Round,0.63
120,Curry powder - 1/3 tablespoon,,,Year_Round,0.62
120,Thin coconut milk - 116 2/3ml,,,Dry_Season,0.45
120,Thin tamarind juice - 16 2/3ml,,,Dry_Season,0.53
120,Curry leaves - Few,,,Year_Round,0.59
120,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
120,Fenugreek seeds - ¼ teaspoon,,,Dry_Season,0.3
120,Fennel seeds - ¼ teaspoon,,,Dry_Season,0.3
120,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
120,Salt - As you need,,,Dry_Season,0.3
120,Cooking oil - As you need,,,Dry_Season,0.3
121,Mutton - 1/6kg,,,Dry_Season,0.3
121,Onion - 25g,,,Year_Round,0.67
121,Crushed ginger - 1/6 ½ tablespoon,,,Year_Round,0.64
121,Curry powder - 2/3 tablespoons,,,Year_Round,0.62
121,Fenugreek Seeds - 1/6 ½ teaspoon,,,Dry_Season,0.3
121,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
121,Thick coconut milk - 25ml,,,Dry_Season,0.45
121,Thin coconut milk - 58 1/3ml,,,Dry_Season,0.45
121,Cooking oil - As you need (KETO people use the Organic Coconut Oil),,,Dry_Season,0.45
121,Salt - As you need (KETO people use the Himalayan Pink Salt),,,Inter_Monsoon,0.33
122,Prawn/Shrimp - 41 2/3g (After peeling off the skin),,,Dry_Season,0.3
122,Grated coconut - 33 1/3g,,,Dry_Season,0.45
122,Onion - 16 2/3g,,,Year_Round,0.64
122,Red chilies - 1 1/3 or 5,,,Year_Round,0.64
122,Garlic paste - ½ teaspoon,,,Year_Round,0.63
122,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
122,Crushed cumin seed - ¼ teaspoon,,,Dry_Season,0.3
122,Water - 16 2/3ml,,,Dry_Season,0.3
122,Salt - As you want (KETO people use the Himalayan Pink Salt),,,Inter_Monsoon,0.33
123,Chicken - 1/6kg,,,Dry_Season,0.3
123,Onion - 16 2/3g,,,Year_Round,0.64
123,Potatoes - 16 2/3g,,,Dry_Season,0.3
123,Green chilies - 5/6 to 7,,,Year_Round,0.61
123,Semi-Thick coconut milk - 58 1/3ml,,,Dry_Season,0.45
123,Black pepper - 1/6 ½ tablespoon,,,Inter_Monsoon,0.33
123,Fennel seeds - 1/6 tablespoon,,,Dry_Season,0.3
123,Cumin seeds - ½ teaspoon,,,Dry_Season,0.3
123,Turmeric powder - 1/6 teaspoon,,,Dry_Season,0.3
123,Mustard seeds - ¼ teaspoon (Optional),,,Dry_Season,0.3
123,Garlic cloves - 1 1/3 to 10,,,Year_Round,0.63
123,Ginger - A small piece (about the size of a garlic clove),,,Year_Round,0.65
123,Curry leaves - Few,,,Year_Round,0.59
123,Cardamom - 1/2 to 5,,,Dry_Season,0.3
123,Cinnamon sticks - Few (about ½ tablespoon),,,Dry_Season,0.3
123,Salt - As you need,,,Dry_Season,0.3
123,Cooking oil - As you need,,,Dry_Season,0.3
124,Fish pieces - 62 1/2g,,,Dry_Season,0.3
124,Onion - 12 1/2g,,,Year_Round,0.64
124,Black pepper - 1/4 tablespoon,,,Inter_Monsoon,0.33
124,Fennel seeds - ¾ tablespoon,,,Dry_Season,0.3
124,Cumin seeds - ¼ teaspoon,,,Dry_Season,0.3
124,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
124,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
124,Garlic cloves - 1 1/4 or 6,,,Year_Round,0.63
124,Ginger - Small piece (about the size of 1/4½ garlic cloves),,,Year_Round,0.65
124,Curry leaves - Few,,,Year_Round,0.59
124,Green chilies - 1 1/4 or 6,,,Year_Round,0.61
124,Thick coconut milk - 56 1/4ml,,,Dry_Season,0.45
124,Water - 25ml,,,Inter_Monsoon,0.33
124,Salt - As you need,,,Dry_Season,0.3
124,Lime - ½,,,Dry_Season,0.56
124,Cooking oil - As you need,,,Dry_Season,0.3
125,Squid/cuttlefish - 100g,,,Dry_Season,0.3
125,Onion - 10g,,,Year_Round,0.67
125,Garlic cloves - 1 or 5,,,Year_Round,0.63
125,Crushed ginger - ½ teaspoon,,,Year_Round,0.64
125,Curry leaves - Few,,,Year_Round,0.59
