recipe_id,ingredient,unit,quantity
136,Thin coconut milk - 1250ml,,
136,Jaggery - 500g,,
136,Toasted white rice flour - 100g,,
136,Crushed roasted mung bean - 50g,,
136,Sago - 50g,,
137,-----For Cake-----,,
137,Butter - 250g,,
137,Plain flour - 250g,,
137,Sugar - 250g,,
137,Egg - 5,,
137,Nescafe - 1 ½ teaspoon,,
137,Baking powder - 2 ½ teaspoons,,
137,Vanilla extract - 3 teaspoons,,
137,Hot water - 2 tablespoons,,
137,-----For Topping-----,,
137,Butter - 2 tablespoons,,
137,Icing sugar - 200g,,
137,Nescafe - 1 ½ teaspoon,,
137,Hot water - 1 tablespoon,,
138,Rava/Semolina - 13 1/3g,,
138,Condensed milk - 6 2/3g,,
138,Sugar - 3 1/3g,,
138,Cashew nuts - 1 1/3g,,
138,Raisins - 1 1/3g,,
138,Whole milk powder - 1/15 teaspoons,,
138,Warm water - 1 2/3ml,,
138,Ghee - 2/15 teaspoons,,
138,Vanilla - 1/10 teaspoons,,
138,Cardamom - 1/15,,
138,Nutmeg - ½,,
139,-----For Cake-----,,
139,Butter - 250g,,
139,Plain flour - 200g,,
139,Sugar - 250g,,
139,Egg - 5,,
139,Cocoa powder - 50g,,
139,Baking powder - 2 ½ teaspoons,,
139,Vanilla extract - 3 teaspoons,,
139,-----For Toppings-----,,
139,Roasted cashew nuts - 50g,,
139,Butter - 2 tablespoons,,
139,Icing sugar - 150g,,
139,Cocoa powder - 1 tablespoon,,
139,Water - 1 tablespoon,,
140,Banana - 37 1/2g,,
140,Wood apple - 62 1/2g,,
140,Papaya - 62 1/2g,,
140,Mango - 62 1/2g,,
140,Raisins - 6 1/4g,,
140,Roasted cashew nuts - 9 3/8g,,
140,Rose essence - ½ teaspoon,,
140,Milk powder - 1/2 tablespoons,,
140,Sugar - 5/8 tablespoons,,
141,Eggs - 1,,
141,Milkmaid condensed milk - 62 1/2ml,,
141,Lukewarm water - 62 1/2ml,,
141,Sugar - 32 1/2g,,
141,Vanilla essence - 1/2 teaspoon,,
141,Water - 1 1/2 teaspoons,,
142,Roasted white rice flour - 3/5g,,
142,Cleaned sesame seeds - 1/13g,,
142,Egg - 0,,
142,Salt - As you wish,,
142,Thick coconut milk - 3/13ml,,
142,Thin coconut milk - 3/5ml,,
142,Sugar - 2/5g,,
142,Water - 0 tablespoons,,
142,Cooking oil - As you need,,
143,Ripe palmyra fruit juice - 10ml (3 Palmyra Fruits),,
143,Steamed flour - 6g,,
143,Sugar - 3g,,
143,Water - As you want,,
143,Cooking oil - As you want,,
144,200gRice flour,,
144,30gAll purpose flour,,
144,2cupcanned Coconut Milk(Or use fresh thick coconut milk),,
144,1tspSalt,,
144,1⁄4tspSugar,,
144,1⁄2tspTurmeric powder,,
144,"1⁄4cupWater(If you use fresh coconut milk, replace water with coconut milk)",,
144,1literOil(Coconut/vegetable or any other neutral oil),,
144,1⁄4cupcoconut milk(to dilute the batter if it got thicker at the end. *see notes),,
145,2Condensed milk cans - 15oz/397g each,,
145,1CupWater,,
145,400gSugar,,
145,1tspVanilla Extract,,
145,"1⁄2cupChopped cashews (unsalted, roasted)(optional)",,
145,2tbspUnsalted Butter at room temperature,,
145,"1tbspButter to coat the baking sheet, knife and spatulas",,
146,"500gBeef Chuck, cut into bite size pieces(500g = 1.1 lb)",,
146,1⁄4tspSalt,,
146,1⁄2tspFreshly ground black pepper,,
146,1tbspNeutral cooking oil,,
146,"5Cardamom pods, lightly crushed to open the pod",,
146,4Cloves,,
146,3inch piece of Ceylon Cinnamon(or 1 inch piece of Cassia),,
146,1⁄2cupChopped Onion,,
146,1Sprig of curry leaves,,
146,1tspGinger paste*,,
146,1tspGarlic paste*,,
146,1⁄4tspTurmeric powder,,
146,1tspCayenne pepper powder/Paprika,,
146,2tspCoriander powder,,
146,1tspCumin powder,,
146,1⁄2tspSalt,,
146,1⁄4cupPlain yogurt,,
146,2cupsWater(might need more),,
147,350gString hopper Flour(red or white or mix of both),,
147,6gsalt,,
147,400g/mlLuke warm water*(you may need more water depending on how dry the flour is),,
147,1tspcooking oil to apply on string hopper trays,,
148,"1lbPumpkin, Cut into roughly 2.5inch long cuboids(1lb = 450g)",,
148,1⁄4CupFinely chopped onion,,
148,3Cloves of garlic chopped,,
148,1Green chili thinly sliced,,
148,1Sprig of curry leaves,,
148,1Small pandan leaf broken into pieces,,
148,1⁄2tspTurmeric powder,,
148,1⁄2tspCayenne pepper powder/Paprika(or any red chili powder of your choice),,
148,1tspUnroasted curry powder,,
148,1⁄8tspFenugreek seeds,,
148,1Piece of cinnamon about 3 inches long,,
148,1⁄2tspSalt(adjust to your taste),,
148,1CupWater,,
148,1cupCoconut milk(I use canned coconut milk),,
148,1⁄2tspblack mustard seeds,,
148,1⁄2tspFreshly ground Black pepper powder,,
149,2tspChili flakes,,
149,1tbspMaldive Fish Chips,,
149,1⁄2tspSalt,,
149,"1⁄2tspChili powder(optional, make the lunu miris more red in color)",,
149,1CupChopped red onion or Asian Shallots(1 cup is roughly about 120g),,
149,2tspLime Juice,,
150,5medium pieces of Goraka/Garcinia cambogia(check the description for substitutes),,
150,1⁄4cupwater to soak Goraka pieces,,
150,6Cardamom pods,,
150,6Cloves,,
150,1tspBlack Peppercorns,,
150,2inchPiece of Ginger,,
150,6Garlic cloves,,
150,3sprigs of Curry Leaves,,
150,1tspSalt,,
150,3lbPork shoulder cut into small bite size pieces(3lb = 1.35kg),,
150,2tspOil(you can render some fat from a fatty pork piece as well),,
150,"3pieces of cinnamon, each about 3 inches long",,
150,4tspSri Lankan roasted curry powder(see description for substitutes),,
150,1tspRoasted Chili powder or regular chili powder,,
150,1⁄2tspSalt(adjust to your taste once the meat is cooked),,
150,1cupschopped onion,,
150,"1Pandan Leaf, broken into pieces",,
150,1cupwater,,
151,4tspLoose leaf tea/ Ground Tea(preferably Ceylon Tea),,
151,1⁄2cupsWater,,
151,21⁄2cupsFresh milk,,
151,3tspSugar(adjust to your preference),,
152,"450gFresh Salmon, Skin on, Cut into large 3 inch pieces or strips",,
152,1⁄2tspchili powder or paprika,,
152,1⁄2tspfreshly ground black pepper,,
152,1⁄4tspsalt,,
152,1Small wedge of lime,,
152,2tbspAvocado oil or other neutral cooking oil,,
152,4large cloves of garlic,,
152,1⁄2Inch piece of ginger,,
152,1⁄8tspfenugreek seeds,,
152,"2Pieces of Ceylon cinnamon, roughly 2 inches long",,
152,1large piece of goraka/garcinia(see the description for substitutes),,
152,"1⁄2cupOnion, finely chopped",,
152,1Sprig of curry leaves,,
152,1Small pandan leaf broken into pieces,,
152,1tspchili powder or paprika,,
152,1tspunroasted curry powder(see the description),,
152,1⁄4tspturmeric powder,,
152,salt to your taste(start with about 1/4 of a tsp. You can adjust after tasting the curry later),,
152,1⁄2cupthick coconut milk(I use canned),,
152,1cupwater(adjust as how thick or runny you like the curry),,
152,1lime or lemon to make zest,,
152,3green chilies(optional),,
153,2tspchili flakes,,
153,1⁄2tspchili powder,,
153,1⁄2tspsalt(adjust to your taste),,
153,2tspMaldive fish chips(optional),,
153,11 shallot chopped or 4 Asian shallots or 2 tbsp chopped onion,,
153,1habanero/green chili chopped(optional),,
153,1.5cupFresh shredded/ grated coconut(more info in the description),,
153,2tspLime juice or small wedge of lime(adjust to your taste),,
154,500gpotatoes(Waxy type),,
154,1cupchopped onion,,
154,2garlic cloves chopped,,
154,3large green chilies chopped or sliced(reduce for low heat),,
154,2sprigs of curry leaves chopped,,
154,1can of mackerel (425g),,
154,2tspchili flakes(reduce for low heat),,
154,2tspfreshly ground black pepper,,
154,1⁄4tspturmeric powder,,
154,1tbspcoconut oil,,
154,salt to your taste,,
154,450gall purpose flour,,
154,245glukewarm milk(yes measure in grams),,
154,1Egg,,
154,22gsugar,,
154,20gbutter,,
154,7ginstant dry yeast,,
154,9gsalt,,
154,1egg yolk,,
154,1tspmilk,,
155,500gChicken cut into pieces,,
155,1.5tspchili powder,,
155,1⁄2tspBlack pepper powder,,
155,1⁄8tspturmeric powder,,
155,2tsplemon/lime juice,,
155,3⁄4tspsalt(adjust to your taste),,
155,1tspoil,,
155,3garlic cloves finely chopped,,
155,1inch ginger finely chopped,,
155,1tspchili paste,,
155,1.5tspchili flakes,,
155,1⁄4cupketchup / chili sauce(add more if you want more gravy),,
155,1⁄4cupwater(add more if you want more gravy),,
155,1⁄2tspsugar,,
155,salt(if needed),,
155,2Banana peppers/ Hungarian wax peppers(cut into diagonal pieces),,
155,1⁄2red onion(cut in to big pieces or rings),,
155,1tspcorn starch dissolve in 2 tbsp of water((optional)),,
156,200gRice flour,,
156,1pinch of yeast,,
156,3⁄4cupwater (175mg),,
156,200mlof coconut milk,,
156,1tspsugar,,
156,salt as needed,,
157,650gbone-in chicken (about 5 drumsticks),,
157,3⁄4cupplain full fat yogurt(room temp if possible),,
157,1cuponion thinly sliced (130g),,
157,3green chilies,,
157,1tbspghee,,
157,1⁄2tbspcooking oil,,
157,1tomato diced (125g),,
157,1tbspginger garlic paste,,
157,1tbspBiryani masala powder,,
157,1tspKashmiri red chili powder,,
157,1tspcayenne powder/red chili powder,,
157,1⁄4tspturmeric powder,,
157,1⁄3cupcilantro chopped,,
157,1⁄4cupmint chopped,,
157,1⁄2tsplime juice((optional)),,
157,1⁄4cupwater,,
157,11⁄2cupBasmati Rice,,
157,1tspghee,,
157,1⁄4tspcumin seeds,,
157,3cardomom,,
157,3cloves,,
157,1cinnamon stick,,
157,2bay leaf,,
157,2.5lwater (approximately),,
157,salt (a lot)(refer notes above),,
157,2tspghee,,
157,2dropyellow food coloring or few safron strands,,
157,1tbspmilk,,
157,1⁄3cupgolden fried onion for layering and garnish,,
157,some cilantro leaves,,
157,some mint leaves,,
158,250gpork cut into small cubes (2cm),,
158,2tspSri Lankan roasted curry powder(see the description above),,
158,1tsproasted chili powder(optional),,
158,1⁄8tspturmeric powder(optional),,
158,1tspgoraka paste,,
158,1⁄2tspsalt as needed(adjust as you like),,
158,3cardomom pods (opened),,
158,3cloves,,
158,1sprig curry leaves,,
158,1piece of pandan leaf,,
158,1piece of cinnamon (3 inch),,
158,1tbspginger and garlic paste (freshly made),,
158,2green chilies finely chopped,,
158,1⁄4cupfinely chopped onion,,
158,1tspWhite vinegar,,
158,2tspFreshly ground black pepper,,
158,2tspoil,,
158,1⁄3cupwater,,
159,21⁄2cupfresh grated coconut,,
159,21⁄2cupall purpose flour,,
159,1.5tbspbutter,,
159,2tbspthinly sliced shallot/onion,,
159,1green chili(optional),,
159,1sprig curry leaves (thinly sliced),,
159,water as needed (room temp),,
159,salt as needed,,
160,150gcanned tuna (5oz can) drained,,
160,3cloves of garlic finely chopped,,
160,1⁄4cupfinely chopped onion,,
160,2green chilies finely sliced((skip if you don't like this spicy)),,
160,1medium carrot finely diced,,
160,2medium potatoes boiled and mashed into small chunks,,
160,1⁄2cupleeks (green part only),,
160,2tspchili flakes((skip or reduce if you don't like this spicy)),,
160,1⁄2tspblack pepper,,
160,salt to your taste,,
160,1tbspoil,,
160,"5eggs boiled, peeled and cut into halves",,
160,240gall purpose flour,,
160,1⁄2cupmilk,,
160,11⁄2cupwater (may need about 2 tbsp of more water),,
160,1⁄2tspsalt,,
160,120gall purpose flour for the batter,,
160,1cupwater for the batter,,
160,1⁄4tspsalt for the batter,,
160,1pack of traditional bread crumbs,,
160,oil for deep frying,,
161,1tbspcoconut oil,,
161,5cardamom pods,,
161,5cloves,,
161,3pieces of cinnamon roughly 2 inch long,,
161,1tbspfinely chopped ginger,,
161,11⁄2tbspfinely chopped garlic,,
161,1sprig of curry leaves,,
161,"1small pandan leaf, broken into pieces",,
161,1piece garcinia cambogia/goraka piece(substitute: 2 tsp of tamarind),,
161,2sliced green chilies(adjust to your spice level),,
161,1⁄3cupchopped shallots/onions,,
161,11⁄2tbspmeat curry powder(more info in the recipe description),,
161,1⁄2tspturmeric powder,,
161,"1tspfreshly ground black pepper, devided",,
161,1tspsalt(adjust to your taste),,
161,"1tomato, diced",,
161,600gskinless chicken cut into 2 inch pieces(both bone-in and boneless work. thighs are best),,
161,1⁄2cupwater(you may need more as the curry cooks down),,
161,3green chilies slitted in the middle lengthwise,,
161,1tspcoarse ground black pepper,,
162,3tbspCoriander seeds,,
162,1tbspCumin seeds,,
162,2tspFennel seeds,,
162,3Pieces of Ceylon cinnamon(about 2 inches long each),,
162,1tspCardamom pods,,
162,1⁄2tspCloves,,
162,2tspBlack peppercorns,,
162,5Dried Chilies,,
162,2Sprig of curry leaves,,
162,"1Pandan Leaf, broken into pieces",,
162,1⁄2tspBlack mustard seeds(usually fry with residual heat of the pan),,
162,1tbspGrated coconut,,
163,1medium Ridge Gourd / Watakolu(about 430g each before cleaning),,
163,"1⁄4of a medium onion, finely chopped",,
163,"2garlic cloves, chopped",,
163,2green chilies sliced,,
163,1⁄8tspfenugreek seeds,,
163,1⁄2tspTurmeric powder,,
163,1tspSri Lankan unroasted curry powder(check the description for substitutes),,
163,2inch piece of Ceylon Cinnamon broken into pieces,,
163,"1sprig curry leaves, broken into halves",,
163,1small pandan leaf broken into pieces,,
163,1⁄2cupwater,,
163,1⁄2cupthick coconut milk(I used canned),,
163,salt to your taste,,
163,"1small piece of lime(optional, adjust to your taste)",,
164,2tbspcoconut/vegetable/avocado oil,,
164,3medium size Asian eggplants(roughly about 550g for 3)),,
164,1⁄2tspTurmeric powder,,
164,Salt to your taste,,
164,5cloves of garlic minced,,
164,1sprig of curry leaves,,
164,1⁄2of a large onion sliced(about 130g),,
164,3green chilies cut into halves lengthwise,,
164,2tspchili flakes(adjust to your taste),,
164,1.5tbspMaldive fish chips(check the description for substitutes),,
164,1medium size tomato cut into wedges,,
165,1tbspBlack peppercorns,,
165,1⁄2tspCumin seeds,,
165,1⁄4tspFennel seeds,,
165,"2pieces of cinnamon, 2 inch each",,
165,3cardamom pods,,
165,"500gChicken, bone-in, cut into pieces",,
165,1tspsalt,,
165,1⁄2tbspwhite vinegar,,
165,1tbspginger garlic paste,,
165,1⁄4tspturmeric powder,,
165,1tspghee or coconut oil,,
165,3⁄4cupsliced red onion,,
165,2serrano or green chili,,
165,1sprig of curry leaves,,
165,2pinchsalt to add to onions,,
166,150gPitted dates,,
166,1⁄2cuphot freshly brewed tea(no sugar added),,
166,150gAll purpose flour,,
166,1tspBaking powder,,
166,1⁄2tspBaking soda,,
166,1⁄4tspSalt,,
166,6Cardamom pods(see notes),,
166,5Cloves,,
166,340gKithul Treacle or Coconut treacle,,
166,"310ggrated coconut(310g = 11 oz, see notes)",,
166,50gCashews cut into pieces,,
166,"55gButter, cut into cubes(55g equals to 4tbsp or half a stick)",,
166,3large eggs,,
166,1tspVanilla extract,,
166,1tbspButter,,
167,1Large green unripened mango(about 430g before removing the seed),,
167,1⁄4tspsalt,,
167,1⁄4tspblack pepper,,
167,1⁄4tspturmeric powder,,
167,1tbspMaldives fish chips,,
167,3cloves,,
167,3cardamom,,
167,2tbspcoconut oil(vegetable oil/canola oil works too),,
167,"4inch piece of cinnamon stick, broken into pieces",,
167,4cloves of garlic chopped,,
167,1⁄3cupfinely chopped onion,,
167,1sprig of curry leaves,,
167,1small pandan leaf broken into pieces,,
167,2tspchili powder,,
167,1tbsproasted curry powder,,
167,1⁄4tspsalt(you can adjust later to your taste),,
167,11⁄2cupwater,,
167,3tbspsugar,,
168,1⁄2tspblack peppercorns,,
168,1⁄2tspsalt(start with a smaller amount and adjust later to your taste),,
168,1⁄2tbspMaldive fish chips/Umbalakada(Optional. Adds umami flavor and aroma),,
168,1small sprig of curry leaves,,
168,1clove of garlic,,
168,2green habanero/green chili or any type of aromatic spicy chili peppers,,
168,1⁄3cupchopped red onions(Asian shallots are great too),,
168,1.5cupgrated coconut(fresh or frozen),,
168,1large lime wedge(adjust to your taste),,
169,350gBread flour/strong white flour(flour with high gluten specifically to make bread/pizza),,
169,150gWhole wheat flour,,
169,200gWarm water(shouldn't be too hot. (120f/48c is ideal)),,
169,140gwarm milk(shouldn't be too hot. (120f/48c is ideal)),,
169,20gSugar,,
169,20gButter,,
169,7gRapid rise yeast/fast acting yeast(if you're using active dry yeast make sure to activate it. see notes.),,
169,10gsalt,,
169,10gbread flour,,
169,10gcoconut oil/vegetable oil(slightly warm if the oil is still in solid from),,
169,1⁄2a stick of butter,,
170,"375gpitted Dates, roughly chopped",,
170,2cupWhite vinegar/coconut vinegar((adjust to your taste. see notes*)),,
170,2tbspblack mustard seeds,,
170,5cloves of garlic,,
170,1inch cube of ginger,,
170,11⁄2tbspchili powder(reduce if you don't like heat),,
170,1⁄2tspcinnamon powder(Preferably Ceylon cinnamon),,
170,11⁄2tspsalt(adust to your taste),,
170,2⁄3cupDark brown sugar/Brown Sugar,,
170,650gShallots/Pearl onions*(see notes),,
170,"300gCarrot, peeled and cut into thick 1 inch long strips or wedges",,
170,"100gpitted dates, chopped into bite size pieces",,
170,100ggreen chilies slitted,,
170,250gBanana peppers cut into 2cm thick slices,,
171,20gseedless tamarind,,
171,3tbspwarm water,,
171,1kgOnions*(1kg = a little over 2 pounds = about 5 yellow onions),,
171,1⁄4cupCoconut Oil(or any neutral oil),,
171,6pieces of cinnamon (3 inch long each),,
171,10Cardamom pods,,
171,6cloves,,
171,2large sprigs of curry leaves,,
171,1small pandan leaf broken into pieces,,
171,1tbspchili flakes,,
171,1⁄2tbspchili powder,,
171,1tspturmeric powder,,
171,11⁄2tspSalt (adjust to your taste),,
171,1tbspSugar(adjust to your taste),,
172,200ggreen beans,,
172,2medium yucan gold potatoes,,
172,1⁄4of an onion finely chopped(shallots are better if you have any),,
172,2cloves of garlic chopped,,
172,2green chilies sliced,,
172,1small pandan leaf broken into pieces,,
172,1sprig of curry leaves,,
172,1⁄8tspfenugreek seeds,,
172,2pieces of ceylon cinnamon (about 2 inches long each),,
172,1⁄4tspturmeric powder(add more if you like the curry more yellow),,
172,1tspcurry powder(I use Sri Lankan unroasted curry powder),,
172,1tspMaldive fish flakes(optional but highly recommend),,
172,3⁄4tspsalt(adjust to your taste),,
172,11⁄2cupdiluted coconut milk(1 part canned coconut milk + 3 parts water),,
172,1⁄3cupthick coconut milk(directly from the can without diluting),,
172,"5curry leaves to add at the end(optional, for aroma)",,
172,a few drops of lime juice(see notes),,
173,80ggrated or shredded fresh coconut,,
173,1⁄3cupthinly sliced Pearl onions/Asian shallots/red onion(1/3 cup = 5 pearl onions),,
173,1green chili thinly sliced,,
173,1⁄2tspcoarse ground black pepper,,
173,1⁄2tspsalt(adjust to your taste),,
173,1tbspMaldives fish chips(optional),,
173,1⁄4of a large lime for lime juice,,
173,80gGotu kola leaves with stalks(around 2 cups when sliced),,
173,1⁄2of a tomato sliced or diced*,,
174,2tbspButter,,
174,2large cloves of garlic chopped,,
174,1sprig of curry leaves broken into pieces,,
174,1medium carrot sliced,,
174,1celery stalk sliced,,
174,1⁄2of a leek sliced*(only use the white and tender green part),,
174,1⁄4cupfinely chopped cabbage*(optional),,
174,1⁄4tspsalt(you can adjust salt at the end to your taste.),,
174,"2tbspred lentils, washed and drained(add more if you like the soup thicker)",,
174,1medium potato diced,,
174,1medium tomato diced,,
174,3.5cupchicken or vegetable broth/stock(3.5 cups = 29oz of),,
174,3⁄4cupegg noodles or ramen noodles,,
174,1⁄2tspfreshly ground black pepper,,
175,500gShrimp(cleaned and devained),,
175,1⁄2tspSalt,,
175,1⁄2tspground black pepper,,
175,2tsplime juice,,
175,2tbspavocado/canola/coconut/vegetable oil,,
175,1⁄2tspcorn starch,,
175,3tbspcold or room temperature water,,
175,3tbspketchup,,
175,1tsplight or regular soy sauce,,
175,1⁄4tspsugar,,
175,1tbspavocado/canola/vegetable/coconut oil if needed,,
175,6cloves of garlic chopped,,
175,1inch piece of ginger finely chopped,,
175,1tbspchili flakes,,
175,1tbspSri Lankan-chinese chili paste(check the description for substitutes),,
175,1⁄2of a red onion cut into large chunks,,
175,1large banana pepper cut into thick slices(use more if you like more heat),,
175,1tomato cut into wedges,,
176,255gLuke warm water,,
176,7gInstant dry/Fast acting yeast(Read the descrioption above for more info),,
176,450gAll purpose flour,,
176,25gDry milk powder(check the description for more info),,
176,"50gButter, softened",,
176,35gsugar,,
176,8gsalt,,
176,1⁄2cupWater,,
176,200gSugar((200g = 1 cup)),,
177,5cardomom,,
177,5cloves,,
177,5cloves of garlic,,
177,1piece of ginger (about 1 inch cube),,
177,1tbspButter(both salted and unsalted are fine),,
177,2pieces of cinnamon (about 3 inches long each),,
177,1⁄2tspblack peppercorns,,
177,2sprigs of curry leaves,,
177,1small pandan leaf broken into pieces,,
177,1⁄2of a yellow onion,,
177,1⁄2tspturmeric powder,,
177,11⁄2tspsalt(adjust to your taste),,
177,1.5lbchicken bone-in(I use drumsticks - skin on),,
177,12⁄3cupwater,,
177,"2cupbasmati rice, washed and drained",,
177,1⁄4cupcoconut milk(substitute: water),,
177,1tbspbutter,,
177,1cupjulienned or grated carrot,,
177,1⁄2cupthinly sliced green beans,,
177,1cupthinly sliced leeks,,
177,salt to your taste,,
177,2tsplime juice(lemon pepper seasoning works too),,
177,salt to sprinkle chicken with(to your taste),,
177,oil spray(I use avocado oil),,
177,1⁄3cupfried/toasted cashews for garnishing,,
178,1lbBeef cut into cubes,,
178,1⁄2cupchopped onion,,
178,1green chili splitted in half,,
178,1tbspfinely chopped garlic,,
178,1⁄2tbspminced/grated or finely chopped ginger,,
178,1sprig of curry leaves,,
178,1⁄3of a pandan leaf broken into pieces,,
178,3cardomom pods (crushed to open the pod),,
178,3cloves,,
178,1piece of cinnamon stick about 3 inches long,,
178,1⁄2tspcumin powder,,
178,1tbspSri Lankan unroasted curry powder,,
178,1tbsppaprika(use a chili powder of your choice),,
178,1⁄2tspturmeric powder,,
178,3⁄4tspsalt,,
178,2tspcoconut oil/canola oil/vegetable oil/avocado oil,,
178,1cupwater,,
178,2tbspbutter,,
178,1tbspchopped garlic,,
178,1sprig of curry leaf,,
178,1⁄3of a pandan leaf broken,,
178,2⁄3cupjulianned carrot,,
178,3pinchsalt,,
178,1cupshredded beef from the beef curry you're making now,,
178,2tspchili flakes,,
178,1⁄4cupsliced onion,,
178,2⁄3cupsliced leeks(both tender green part and white park are okay),,
178,3eggs,,
178,1lbfrozen ceylon parata(usually one box = 1 lb),,
178,2tspoyster sauce(my secret ingredient!),,
178,2⁄3cupbeef curry from the curry you're making now (just the liquid)*(adjust to your liking),,
179,500gTuna Fish(500g = 1.1lb),,
179,2tsppaprika or chili powder(use more if you like it hot),,
179,2tspfreshly ground black pepper,,
179,1tspsalt,,
179,2tbsplime juice,,
179,1tbspwater,,
179,2tspcorn starch,,
179,1⁄4cupwater,,
179,1⁄4cupketchup,,
179,2tbspchili sauce,,
179,2tsplight or regular soy sauce,,
179,1⁄2tspsugar,,
179,1⁄4tspsalt,,
179,"1tbspcoconut, avocado or canola oil(for stir-frying)",,
179,1piece of cinnamon(prerarably true Ceylon cinnamon),,
179,6cloves of garlic,,
179,1inch piece of ginger,,
179,1sprig of curry leaves,,
179,1⁄2of a small pandan leaf broken into pieces,,
179,11⁄2tbspchili flakes(reduce for less heat),,
179,2tspSri Lankan- chinese chili paste(substitute: Malaysian crispy prawn chili),,
179,"1tspblack pepper, freshly ground",,
179,1large banana pepper,,
179,1⁄4of a red onion,,
179,1tomato,,
179,enough oil for deep frying fish,,
179,salt to your taste,,
180,1cupunroasted dried cashews,,
180,1large garlic clove minced,,
180,1⁄4cupfinely chopped onions,,
180,1small green chili sliced,,
180,1sprig of curry leaves(remove the stem and break the leaves),,
180,1small pandan leaf broken into pieces,,
180,1piece (3 inch) of cinnamon stick(preferably true Ceylon cinnamon),,
180,1tspcurry powder,,
180,1⁄4tspturmeric powder,,
180,salt to your taste,,
180,1cupcanned coconut milk,,
181,2Chicken leg quaters(skin removed),,
181,1tbspPaprika(substitute with cayenne for more heat),,
181,2tspcourse ground black pepper(freshly ground is better),,
181,1⁄2tspgarlic powder,,
181,1tspsalt,,
181,2tbspfreshly squeezedlime juice,,
181,2tspavocado oil(or any neutral oil of your choice),,
182,2Medium beetroots(roughly 200 EACH beetroot),,
182,1tbspcoconut oil,,
182,1⁄2tspmustard seeds,,
182,1⁄8tspfenugreek seeds,,
182,"2pieces of cinnamon, about 3 inches long(True ceylon cinnamon preferably)",,
182,"2dried chilies seeds removed, broken into pieces",,
182,4cloves of garlic finely chopped,,
182,1⁄3cupfinely chopped onions,,
182,1large sprig of curry leaves,,
182,1⁄2of a pandan leaf broken into pieces,,
182,2tspcurry powder*,,
182,1⁄4tspturmeric powder,,
182,3⁄4tspsalt(adjust to your taste),,
182,2tspwhite vinegar,,
182,1⁄4tspsugar(adjust to your taste),,
182,2tbspwater,,
182,1cupdiluted canned coconut milk*(2/3 coconut milk mixed with 1/3 cup water),,
183,1lbcauliflower florets(1lb = 1 medium head of cauliflower),,
183,1⁄2tspTurmeric powder,,
183,1⁄4tspSalt,,
183,1tspAvocado oil(or a neutral oil of your choice such as Canola oil),,
183,1⁄4cupfinely chopped onion,,
183,2cloves of garlic finely chopped,,
183,1green chili sliced,,
183,1⁄2of a small pandan leaf broken into pieces,,
183,1sprig of curry leaves,,
183,1⁄8tspfenugreek seeds,,
183,1tspcurry powder*,,
183,1⁄4tspturmeric powder,,
183,1cupcanned coconut milk(use less if you want a thinner curry),,
183,1⁄2cupwater*(use less water if you're using a taller sauce pan),,
183,1⁄2tspsalt(adjust to your taste),,
183,1small wedge of lime(adjust the lime juice to your taste),,
184,1medium broccoli crown(about 200g),,
184,1green chili broken into pieces,,
184,2roughly cut garlic cloves,,
184,1⁄8of a yellow onion(roughly 25g),,
184,1⁄3cupgrated coconut(freshly grated or frozen),,
184,1⁄2tspsalt,,
184,2tspcoconut oil(or any other neutral oil),,
184,1⁄2tspbrown mustard seeds,,
184,"4dried chilies broken into 1 inch pieces, seeds removed",,
184,1sprig curry leaves,,
185,600gBeef chuck,,
185,1tbspSri Lankan roasted curry powder,,
185,1tspfreshly grounded black pepper,,
185,1⁄2tspturmeric powder,,
185,1tbspwhite vinegar,,
185,1tspsalt,,
185,2tbspcoconut oil,,
185,1tspcumin seeds,,
185,1⁄4tspmustard seeds(optional),,
185,1⁄4tspfenugreek seeds(optional),,
185,5green cardamom,,
185,5cloves,,
185,4pieces of cinnamon sticks,,
185,2sprigs of curry leaves,,
185,"1pandan leaf, broken into pieces",,
185,"6cloves of garlic, roughly chopped",,
185,"1inch piece of ginger, minced",,
185,"1cuponion, chopped",,
185,1tbspchili powder,,
185,2tspunroasted curry powder,,
185,1cupwater(adjust as you need),,
185,2⁄3cupcoconut milk(I use canned),,
185,salt as needed,,
186,1.5lbThai eggplants(1.5 lb = 680 g),,
186,1cupthinly sliced onion,,
186,5cloves of chopped garlic,,
186,1sprig of curry leaves,,
186,1small pandan leaf broken into pieces,,
186,3small green chilies,,
186,2tspunroasted curry powder*,,
186,1⁄4tspturmeric powder,,
186,2tspMaldive fish flakes/Umbalakada(optional),,
186,1tbspthick coconut milk(I use directly from a can of coconut milk),,
186,1tbspcoconut milk,,
186,1tbspwater,,
186,salt to your taste,,
187,2Golden Pompano fish Cleaned,,
187,5tspChili powder*(Adjust to your liking),,
187,2tspBlack Pepper freshly cracked,,
187,1⁄2tspTurmeric Powder,,
187,1⁄2tspGarlic powder(optional),,
187,3tbspLime juice from fresh limes(no bottled lime),,
187,2tspSalt(adjust to your taste),,
187,Frying oil as needed(I use peanut oil but any frying oil is good),,
187,2lime wedges,,
188,1⁄2cupRed lentils,,
188,1⁄2cupcoconut milk(dilute if you're using canned),,
188,1⁄3cupfinely chopped shallots or onions,,
188,1sliced green chili,,
188,2finely chopped garlic cloves,,
188,1sprig of curry leaves,,
188,1small pandan leaf broken into pieces,,
188,1⁄8tspfenugreek seeds,,
