recipe_title,original_line,ingredient_name,quantity,unit
Sour curry with White radish and fry fish,1 tbsp shrimp paste,shrimp paste,1.0,tbsp
Bihari Fish Curry,1/2 inch piece Ginger,piece ginger,0.5,inch
Bihari Fish Curry,1/4 tsp Fenugreek Seeds / Methi Dana,fenugreek seeds / methi dana,0.25,tsp
Bihari Fish Curry,1 tbsp Yellow Mustard Seeds,yellow mustard seeds,1.0,tbsp
Bihari Fish Curry,3/4 tsp Cumin Seeds,cumin seeds,0.75,tsp
Bihari Fish Curry,1.5 tsp Coriander Seeds,coriander seeds,1.5,tsp
Bihari Fish Curry,3-4 Cloves,3-4 cloves,1.0,piece
Bihari Fish Curry,3 Green Cardamoms,cardamoms,3.0,green
Sour Shark Fish Curry,10 garlic cloves,cloves,10.0,garlic
Sour Shark Fish Curry,1 inch ginger,ginger,1.0,inch
Sour Shark Fish Curry,3 tsp thick tamarind pulp,thick tamarind pulp,3.0,tsp
Sour Shark Fish Curry,1 tsp garam masala (optional,garam masala optional,1.0,tsp
Sour Shark Fish Curry,1 glass water,water,1.0,glass
Sour Shark Fish Curry,7 Make tamarind paste,tamarind paste,7.0,make
Sour Shark Fish Curry,9 Give it a nice boil,it a nice boil,9.0,give
"Fish thali - Rice with Fish curry, fish fry, and spiced buttermilk",1 Lemon size tamarind,size tamarind,1.0,lemon
"Fish thali - Rice with Fish curry, fish fry, and spiced buttermilk",1/4 tsp mustard seeds,mustard seeds,0.25,tsp
"Fish thali - Rice with Fish curry, fish fry, and spiced buttermilk",8 Methi(fenugreek) seeds,methifenugreek seeds,8.0,piece
"Fish thali - Rice with Fish curry, fish fry, and spiced buttermilk",1/2 tsp ginger paste,ginger paste,0.5,tsp
Doi mucch fish in sour curd curry,2 clove,clove,2.0,piece
Doi mucch fish in sour curd curry,2 Green Cardamom,cardamom,2.0,green
Achari Tel Ilish (Bengali Fish Curry),1/2 tsp nigella seeds (kalonji),nigella seeds kalonji,0.5,tsp
Achari Tel Ilish (Bengali Fish Curry),1-2 tsp any pickle (I used mango pickle),1-2 tsp any pickle i used mango pickle,1.0,piece
Hot & sour Fish coconut curry,2 lemons juice,juice,2.0,lemons
Hot & sour Fish coconut curry,1 egg beaten,beaten,1.0,egg
Hot & sour Fish coconut curry,5 garlic cloves,cloves,5.0,garlic
Hot & sour Fish coconut curry,2 onions roughly chopped,,2.0,onions
Hot & sour Fish coconut curry,1 ginger peeled,,1.0,ginger
Hot & sour Fish coconut curry,2 tsp tamarind paste,tamarind paste,2.0,tsp
Hot & sour Fish coconut curry,1/2 cup fresh cream,cream,0.5,cup
Hot & sour Fish coconut curry,6 Serve hot with steamed rice,hot with steamed rice,6.0,serve
Thai Sour Vegetables Curry 🍛,2 cups water,water,2.0,cups
Thai Sour Vegetables Curry 🍛,1 Ingredients,ingredients,1.0,piece
Mild Red Curry with Prawns and Mango,5 ml Cumin Seeds,cumin seeds,5.0,ml
Mild Red Curry with Prawns and Mango,15 ml Coriander Seeds,coriander seeds,15.0,ml
Mild Red Curry with Prawns and Mango,"15 Pepperdews, diced",pepperdews,15.0,piece
Mild Red Curry with Prawns and Mango,"7,5 ml Galangal power",75 ml galangal power,1.0,piece
Mild Red Curry with Prawns and Mango,"15 ml Coriander stalks, diced",coriander stalks,15.0,ml
Mild Red Curry with Prawns and Mango,15 ml Shrimp Paste,shrimp paste,15.0,ml
Mild Red Curry with Prawns and Mango,60 ml Honey,honey,60.0,ml
Mild Red Curry with Prawns and Mango,60 ml dark Soy Sauce,dark soy sauce,60.0,ml
Dal vada (parippu vada),1 Teaspoon cumin seeds,cumin seeds,1.0,teaspoon
Dal vada (parippu vada),2 Teaspoon ginger paste,ginger paste,2.0,teaspoon
Dal vada (parippu vada),2-3 Teaspoon soaked chana daal,2-3 teaspoon,1.0,piece
Dal vada (parippu vada),2-3 Teaspoon peanuts,2-3 teaspoon peanuts,1.0,piece
Dal vada (parippu vada),1 Teaspoon mustard seeds,mustard seeds,1.0,teaspoon
Dal vada (parippu vada),1 pinch asoefotida,asoefotida,1.0,pinch
Dal vada (parippu vada),6th for chana dal,6th,1.0,piece
Kerala Style Parippu Vada (Dal Fritters),1 cup Toor Dal / Chana Dal,toor dal / chana dal,1.0,cup
Kerala Style Parippu Vada (Dal Fritters),1 tsp Ginger chopped finely,ginger finely,1.0,tsp
Kerala Style Parippu Vada (Dal Fritters),6 Serve hot with a cup of coffee or tea.,hot with a cup of coffee or tea.,6.0,serve
Kerala Style Parippu Vada (Dal Fritters),9th for pearl onion,9th,1.0,piece
Kerala Style Parippu Vada (Dal Fritters),5-Layered blueberry cheesecake,5-layered blueberry cheesecake,1.0,piece
Onam Vibhavangal-Parippukari,2 cups Moong dal (cherupayar parippu),moong dal cherupayar parippu,2.0,cups
Onam Vibhavangal-Parippukari,1/2 tsp turmeric powdr,turmeric powdr,0.5,tsp
Onam Vibhavangal-Parippukari,1/2 tsp jeerakam,jeerakam,0.5,tsp
Onam Vibhavangal-Parippukari,2 tbsps oil(ghee),oilghee,2.0,tbsps
Ona-Sadhya -Cherupayar-Banana Payasam--to see the 12 key items..follow the blog.,2 cups Cherupayar parippu,cherupayar parippu,2.0,cups
Ona-Sadhya -Cherupayar-Banana Payasam--to see the 12 key items..follow the blog.,2 cups plantains Ripe -cut to pieces,plantains ripe -cut to pieces,2.0,cups
Ona-Sadhya -Cherupayar-Banana Payasam--to see the 12 key items..follow the blog.,750 gms molasses extract - .,molasses extract - .,750.0,gms
Ona-Sadhya -Cherupayar-Banana Payasam--to see the 12 key items..follow the blog.,4 tbsps ghee,ghee,4.0,tbsps
Ona-Sadhya -Cherupayar-Banana Payasam--to see the 12 key items..follow the blog.,50 gms kismis,kismis,50.0,gms
Passion Fruit -Uppuma,1 cup Semolina,semolina,1.0,cup
Passion Fruit -Uppuma,1 savala,savala,1.0,piece
Passion Fruit -Uppuma,1 tsp ginger grated,ginger,1.0,tsp
Passion Fruit -Uppuma,4 cups water,water,4.0,cups
Passion Fruit -Uppuma,1 no passion fruit,passion fruit,1.0,no
Parippu curry,1 cup tuvar dal,tuvar dal,1.0,cup
Parippu curry,1 tsp cumin seeds,cumin seeds,1.0,tsp
Parippu curry,"4 Again boil for 5-7 minutes.serve hot with rice appalam àloo poriyal,acchar..",boil,4.0,again
Parippu cury,1/2 cup Yellow mogar dal,yellow mogar dal,0.5,cup
Parippu cury,2 pinch Turmeric,turmeric,2.0,pinch
Parippu cury,1/2 tsp Cumin,cumin,0.5,tsp
Parippu cury,2 tbsp Ghee,ghee,2.0,tbsp
Parippu cury,1/2 tsp mustards,mustards,0.5,tsp
Parippu Curry (Kerala Style Lentils Curry),1 cup split Yellow mung,split yellow mung,1.0,cup
Parippu Curry (Kerala Style Lentils Curry),1/2 tsp mustard seeds,mustard seeds,0.5,tsp
Parippu Curry,1/2 cup yellow moong daal,yellow moong daal,0.5,cup
Parippu Curry,1/4 tsp turmeric,turmeric,0.25,tsp
Parippu Curry,1/2 tsp cumin,cumin,0.5,tsp
Parippu Curry,2-3 tbsp water,2-3 tbsp water,1.0,piece
Parippu Curry,2 tbsp ghee,ghee,2.0,tbsp
Parippu Curry,1/2 tsp mustard,mustard,0.5,tsp
Parippu curry annam (dal curried rice),2 cup cooked rice,rice,2.0,cup
Parippu curry annam (dal curried rice),3/4 cup Moong dal,moong dal,0.75,cup
Parippu curry annam (dal curried rice),1 greenchile,greenchile,1.0,piece
Parippu curry annam (dal curried rice),4 red chilies,chilies,4.0,red
Parippu curry annam (dal curried rice),1/4 tsp asafoetida,asafoetida,0.25,tsp
Parippu curry annam (dal curried rice),1 tbsp ghee,ghee,1.0,tbsp
Kerala Parippu,1/2 cup yellow moong dal,yellow moong dal,0.5,cup
Kerala Parippu,1/2 Tsp mustard seeds,mustard seeds,0.5,tsp
Kerala Parippu,1/2 Tsp cumin seeds,cumin seeds,0.5,tsp
Kerala Style Dal Vada or Parippu Vada.,"1.5 cup chana dal,",chana dal,1.5,cup
Kerala Style Dal Vada or Parippu Vada.,"1 tsp grated ginger,",ginger,1.0,tsp
Kerala Style Dal Vada or Parippu Vada.,"1 Firstly wash dal, soak in water for 4 hours, strain it, keep aside for 1/2 hr.",wash dal soak in water,1.0,firstly
Parippu Curry,1 tsp cumin seeds,cumin seeds,1.0,tsp
Parippu Curry,3-4 Tbsp water,3-4 tbsp water,1.0,piece
Parippu Curry,1/2 cup Moong Dal,moong dal,0.5,cup
Parippu Curry,2 cups Water plus more,water plus more,2.0,cups
Parippu Curry,1 Tbsp mustard seeds,mustard seeds,1.0,tbsp
Parippu Vada (Chana Dal Vada),1 cup chana dal,chana dal,1.0,cup
Parippu Vada (Chana Dal Vada),1 inch piece of ginger finely chopped,piece of ginger,1.0,inch
Parippu Vada (Chana Dal Vada),1 pinch hing (asafoetida),hing asafoetida,1.0,pinch
Parippu Vada (Lentil Fritters / Pakora - Kerala style),"1 tsp. ginger, grated",tsp. ginger,1.0,piece
Parippu Vada (Lentil Fritters / Pakora - Kerala style),"2 green chilies, chopped",chilies,2.0,green
Parippu Vada (Lentil Fritters / Pakora - Kerala style),4 Serve as a tea-time snack.,as a tea-time snack.,4.0,serve
South Indian Special Dal Vadas or Parippu Vadas,1/8 tsp Asafoetida or Hing,asafoetida or hing,0.125,tsp
South Indian Special Dal Vadas or Parippu Vadas,1 tbsp grated Ginger,ginger,1.0,tbsp
Parippu Curry,1/2 cup split moong dal,split moong dal,0.5,cup
Parippu Curry,1/2 tsp. cumin seeds,tsp. cumin seeds,0.5,piece
Parippu Curry,2 green chilies,chilies,2.0,green
Parippu Curry,2 tbsp. ghee,tbsp. ghee,2.0,piece
Parippu Curry,1/2 tsp. mustard seeds,tsp. mustard seeds,0.5,piece
Special Parippu Vada (Dal Vada),250 gms chanadal soaked overnight,chanadal,250.0,gms
Special Parippu Vada (Dal Vada),3 green chilles finely chopped,chilles,3.0,green
Special Parippu Vada (Dal Vada),1 tsp hing,hing,1.0,tsp
Parippu payasam(chanadal kheer),3 cup water+1/2_1cup for melting jaggery,water+1/2_1cup,3.0,cup
Parippu payasam(chanadal kheer),"1/2 cup dry fruits chopped(cashews,raisins)",dry fruits cashewsraisins,0.5,cup
Parippu payasam(chanadal kheer),4 tsp ghee,ghee,4.0,tsp
Lauki Dal curry (churakka parippu curry),1 cup chana dal,chana dal,1.0,cup
Lauki Dal curry (churakka parippu curry),1/4 tsp jeera,jeera,0.25,tsp
Lauki Dal curry (churakka parippu curry),2 shallots (optional),optional,2.0,shallots
Lauki Dal curry (churakka parippu curry),1/2 tsp mustard seeds,mustard seeds,0.5,tsp
Parippu pradhaman / Chana dal payasam,1 cup chana dal,chana dal,1.0,cup
Parippu pradhaman / Chana dal payasam,2 1/2 cup water,1/2 cup water,2.0,piece
Parippu pradhaman / Chana dal payasam,400 gm jaggery,jaggery,400.0,gm
Parippu pradhaman / Chana dal payasam,4 tbsp Ghee,ghee,4.0,tbsp
Parippu vada/Dal vada,2 cups Yellow split peas,yellow split peas,2.0,cups
Parippu vada/Dal vada,8 Shallots,shallots,8.0,piece
Parippu vada/Dal vada,1 inch piece Ginger,piece ginger,1.0,inch
Parippu vada/Dal vada,1 garlic clove,clove,1.0,garlic
Parippu vada/Dal vada,1 Soak vada parippu for 2 hours. Coarsely grind the drained dal and keep aside.,vada parippu,1.0,soak
Parippu vada/Dal vada,6 Serve it hot with a cup of black tea or kattanchaya.,it hot with a cup of black tea or kattanchaya.,6.0,serve
Parippu Vada !!,1 small bowl Tuvar dal,bowl tuvar dal,1.0,small
Parippu Vada !!,1 small bowl Chana dal,bowl chana dal,1.0,small
Parippu Vada !!,1/2 inch piece ginger finely chopped,piece ginger,0.5,inch
Parippu Vada !!,6 Serve hot with tea or coffee.,hot with tea or coffee.,6.0,serve
Parippu vada(kerla style),1 cup-Yellow chikapeas leantil,cup-yellow chikapeas leantil,1.0,piece
Parippu vada(kerla style),1 inch- ginger,inch- ginger,1.0,piece
Parippu vada(kerla style),2 -pinch Asafoetida,-pinch asafoetida,2.0,piece
Parippu vada(kerla style),3 Cheese Keto Fat Head Pizza Dough,keto fat head pizza dough,3.0,cheese
Parippu Vada,3 tbsp Ginger (grated),ginger,3.0,tbsp
Parippu Vada,1 Green Chili,chili,1.0,green
Parippu Vada,1/2 tsp Asafoetida,asafoetida,0.5,tsp
Parippu Vada,2 cups Chana Dal,chana dal,2.0,cups
Parippu Vada,1-2 tsp Ginger finely chopped,1-2 tsp ginger,1.0,piece
Parippu Vada,1/8 tsp Asafoetida/hing,asafoetida/hing,0.125,tsp
Parippu payasam(Dal kheer),1 bowl moong daal,moong daal,1.0,bowl
Parippu payasam(Dal kheer),1 big spoon chana daal / bengal gram(optional),spoon chana daal / bengal gramoptional,1.0,big
Parippu payasam(Dal kheer),1 tbsp ghee,ghee,1.0,tbsp
Parippu payasam(Dal kheer),3 inch thick ribeye steak on BBQ,thick ribeye steak on bbq,3.0,inch
Parippu payasam(Dal kheer),1Min Choco Mug Brownie in microwave (eggless),1min choco mug brownie in microwave eggless,1.0,piece
Parippu Pradhaman,1 cup Split Moong Dal /Cherupayar Parippu,split moong dal /cherupayar parippu,1.0,cup
Parippu Pradhaman,2 cups Jaggery,jaggery,2.0,cups
Parippu Pradhaman,1 tbsp Raisins,raisins,1.0,tbsp
Parippu Pradhaman,7 Can Enchilada Soup,enchilada soup,7.0,can
Thattukada Parippu Vada,1 cup Chanadal/Vada parippu,chanadal/vada parippu,1.0,cup
Thattukada Parippu Vada,1 piece Ginger,ginger,1.0,piece
Thattukada Parippu Vada,1/2 tsp Asafoetida,asafoetida,0.5,tsp
Thattukada Parippu Vada,1 Soak chanadal/ vada parippu for 2 hours. Coarsely grind the drained dal and keep aside.,chanadal/ vada parippu,1.0,soak
Kadala parippu pradhaman/Chanadal payasam,1 cup Chana dal,chana dal,1.0,cup
Kadala parippu pradhaman/Chanadal payasam,1 cup Jaggery,jaggery,1.0,cup
Kadala parippu pradhaman/Chanadal payasam,1/8 cup Sago (javvarasi),sago javvarasi,0.125,cup
Kadala parippu pradhaman/Chanadal payasam,8 Cashews,cashews,8.0,piece
Kadala parippu pradhaman/Chanadal payasam,3-4 tbsp Ghee,3-4 tbsp ghee,1.0,piece
Kadala parippu pradhaman/Chanadal payasam,2 Then cook chanadal for one whistle and keep it in low flame for 5mins.,cook chanadal,2.0,then
Kadala parippu pradhaman/Chanadal payasam,"4 In a pan, cook sago till they become transparent.",a pan cook sago till they become transparent.,4.0,in
Mung Bean Curry,A:1 tbsp Sambar podi,a:1 tbsp sambar podi,1.0,piece
Mung Bean Curry,B:1 tbsp Ghee,b:1 tbsp ghee,1.0,piece
Dhal Curry,1 cup water,water,1.0,cup
Dhal Curry,4 Serves hot.,hot.,4.0,serves
Egg plant curry,1 Onion big,big,1.0,onion
Egg plant curry,1 Tomato big,big,1.0,tomato
Egg plant curry,"1 tsp each For masala powder : jeera, pepper, thoor dhal, Bengal dhal",,1.0,tsp
Egg plant curry,"1/2 tsp each Turmeric, mirchi powder, salt, oil",,0.5,tsp
Egg plant curry,1 Tamarind gooseberry size,gooseberry size,1.0,tamarind
Healthy Pumpkin curry (kootu curry),1/4 cup Soaked Chick peas/ channa (brown is healthy),,0.25,cup
Healthy Pumpkin curry (kootu curry),3 tbsp Soaked Black eyed peas or any beans u like,,3.0,tbsp
Healthy Pumpkin curry (kootu curry),1/2 tsp cumin seeds,cumin seeds,0.5,tsp
Healthy Pumpkin curry (kootu curry),1/4 tsp mustard seeds,mustard seeds,0.25,tsp
Coconut green lentil curry,1 coriander for garnish,,1.0,coriander
Coconut green lentil curry,6 Garnish with coriander.,with coriander.,6.0,garnish
Kerai curry,4 types of spinach,of spinach,4.0,types
Kerai curry,3 Once cooked wait till it is not hot anymore,wait till it is not hot anymore,3.0,once
Channa dhal vada curry,1 slice Ginger,ginger,1.0,slice
Channa dhal vada curry,7 Cover it for 5 min. Keep the stove in sim.,it,7.0,cover
Dhal papad curry,20 pieces Papad around,papad around,20.0,pieces
Dhal papad curry,1 Onion big (thinly sliced),big,1.0,onion
Dhal papad curry,1 Tomato big (chopped),big,1.0,tomato
Dhal papad curry,10 Clove,clove,10.0,piece
Dhal papad curry,5 Cardamom,cardamom,5.0,piece
Dhal papad curry,2 Bay leaf,leaf,2.0,bay
Dhal papad curry,2 tbsp Ghee,ghee,2.0,tbsp
Banana stem nutritious curry,8 inches Banana stem,banana stem,8.0,inches
Banana stem nutritious curry,1 Onion (thinly slices),,1.0,onion
Banana stem nutritious curry,2 tbs Ghee,ghee,2.0,tbs
Spinach dhal curry/Pasalai Keerai kootu/Palak dhal sabzi,1 bunch palak/spinach (chopped),palak/spinach,1.0,bunch
Spinach dhal curry/Pasalai Keerai kootu/Palak dhal sabzi,1 tsp mustard seeds,mustard seeds,1.0,tsp
Spinach dhal curry/Pasalai Keerai kootu/Palak dhal sabzi,1/2 tsp urad dhal/ ulundhu,urad dhal/ ulundhu,0.5,tsp
Spinach dhal curry/Pasalai Keerai kootu/Palak dhal sabzi,1 tsp chanadhal/ kadalai paruppu,chanadhal/ kadalai paruppu,1.0,tsp
Spinach dhal curry/Pasalai Keerai kootu/Palak dhal sabzi,1/2 tsp cumin/jeera seeds,cumin/jeera seeds,0.5,tsp
Spinach dhal curry/Pasalai Keerai kootu/Palak dhal sabzi,1/4 cup Water,water,0.25,cup
Dal Curry / Yellow Lentils Curry / Sambar,1 carrot - finely diced,-,1.0,carrot
Dal Curry / Yellow Lentils Curry / Sambar,1 tsp Panch Phoran,panch phoran,1.0,tsp
Dal Curry / Yellow Lentils Curry / Sambar,1 shallot - sliced,-,1.0,shallot
Dal Curry / Yellow Lentils Curry / Sambar,1 . use store bought ready-mixed Panch Phoran or mix a tbsp each of the 5 spices in a bowl. Use a tsp for this recipe,. use store,1.0,piece
Anchovies Fish Curry/Nethili Meen Kuzhambu,1 tspn fenugreek seeds,fenugreek seeds,1.0,tspn
Anchovies Fish Curry/Nethili Meen Kuzhambu,1 tsp mustard seeds,mustard seeds,1.0,tsp
Anchovies Fish Curry/Nethili Meen Kuzhambu,10 garlic cloves,cloves,10.0,garlic
Anchovies Fish Curry/Nethili Meen Kuzhambu,1 tomato (chopped),,1.0,tomato
Anchovies Fish Curry/Nethili Meen Kuzhambu,2 tbsp mixed curry masala/kuzhambu podi,mixed curry masala/kuzhambu podi,2.0,tbsp
Anchovies Fish Curry/Nethili Meen Kuzhambu,1 tbspn cumin seeds,cumin seeds,1.0,tbspn
Anchovies Fish Curry/Nethili Meen Kuzhambu,1 Lemon size tamarind,size tamarind,1.0,lemon
Anchovies Fish Curry/Nethili Meen Kuzhambu,1 cup water,water,1.0,cup
Garlic and bottle gourd curry,150 grams bottle goud,bottle goud,150.0,grams
Cucumber Curry,1 tsp cumin seeds,cumin seeds,1.0,tsp
Cucumber Curry,1 tsp mustard seeds,mustard seeds,1.0,tsp
Potato Curry,2 Onion chopped,,2.0,onion
Potato Curry,5 Garlic crushed,crushed,5.0,garlic
Green moong and cauliflower curry,1 cup cauliflower,cauliflower,1.0,cup
Green moong and cauliflower curry,1/2 teaspoon Garam masala,garam masala,0.5,teaspoon
Green moong and cauliflower curry,1/2 teaspoon amchur (dry mango)powder,amchur dry mangopowder,0.5,teaspoon
Green moong and cauliflower curry,1/2 teaspoon kasuri methi roasted,kasuri methi,0.5,teaspoon
Green moong and cauliflower curry,1/2 teaspoon jeera(cumin seeds),jeeracumin seeds,0.5,teaspoon
Green moong and cauliflower curry,1/2 teaspoon saunf(fennel seeds),saunffennel seeds,0.5,teaspoon
Green moong and cauliflower curry,1/2 teaspoon mustard seeds,mustard seeds,0.5,teaspoon
Green moong and cauliflower curry,2 teaspoon ghee for tadka,ghee,2.0,teaspoon
Puri and potato curry,1/4 tsp Mustard seeds,mustard seeds,0.25,tsp
Puri and potato curry,1/2 tsp Ginger pieces,ginger pieces,0.5,tsp
Puri and potato curry,1 pinch Hing,hing,1.0,pinch
Drumstick curry,1 pinch Hing,hing,1.0,pinch
Drumstick curry,5 tablespoon besan,besan,5.0,tablespoon
Drumstick curry,1/2 teaspoon mustard seeds,mustard seeds,0.5,teaspoon
Ridge gourd dhal curry,1/2 cup toovar daal,toovar daal,0.5,cup
Green Gram Dhal Curry,1 tsp Cumin seeds,cumin seeds,1.0,tsp
Green Gram Dhal Curry,2 Onions (chopped),,2.0,onions
Green Gram Dhal Curry,1 inch Ginger (chopped),ginger,1.0,inch
Green Gram Dhal Curry,2 Tomatoes (chopped),,2.0,tomatoes
Green Gram Dhal Curry,1 tbsp Lemon juice,lemon juice,1.0,tbsp
Green Gram Dhal Curry,2 - 3 cups Water (accordingly),- 3 cups water accordingly,2.0,piece
Green Gram Dhal Curry,"My curry Indian Style My curry Indian Style I was really into eating out at Indian restaurants, then I wanted to make a curry myself. I experimented several times to come up with this recipe and it's almost perfect! I put ""to taste"" for most of the powdered spices. 1 teaspoon is the standard and adjust to your liking. Using the cardamon, cinnamon, nutmeg and black pepper makes the curry richer, but it still tastes good without them. It will taste even better with bone meat. Recipe by Mizukichi cookpad.japan",my curry indian style my curry indian style i was really into eating out at indian restaurants then i wanted,1.0,piece
Chicken Curry - Sri Lankan,1/2 Teaspoon Fenugreek,fenugreek,0.5,teaspoon
Chicken Curry - Sri Lankan,5 Cloves,cloves,5.0,piece
Chicken Curry - Sri Lankan,5 Cardamom,cardamom,5.0,piece
Chicken Curry - Sri Lankan,1 Teaspoon Tumeric,tumeric,1.0,teaspoon
Chicken Curry - Sri Lankan,"10 Chicken drumsticks , , skin removed (450 grams)",drumsticks skin removed 450 grams,10.0,chicken
Chicken Curry - Sri Lankan,2 Cups water Warm,water warm,2.0,cups
Sri Lankan chicken curry 🐓🧅🍅,2 cinnamon sticks,sticks,2.0,cinnamon
Sri Lankan chicken curry 🐓🧅🍅,1/2 cup water 💦,water 💦,0.5,cup
Authentic Sri Lankan Chicken Curry,1/2 tsp coriander seeds,coriander seeds,0.5,tsp
Authentic Sri Lankan Chicken Curry,1/2 tsp cumin seeds,cumin seeds,0.5,tsp
Authentic Sri Lankan Chicken Curry,1/4 tsp black peppercorns,black peppercorns,0.25,tsp
Authentic Sri Lankan Chicken Curry,1 tsp raw rice,rice,1.0,tsp
Authentic Sri Lankan Chicken Curry,1/2 tsp black mustard seeds,black mustard seeds,0.5,tsp
Authentic Sri Lankan Chicken Curry,3 cloves,cloves,3.0,piece
Authentic Sri Lankan Chicken Curry,2 green cardamoms,cardamoms,2.0,green
Authentic Sri Lankan Chicken Curry,1 Onion (Sliced),,1.0,onion
Authentic Sri Lankan Chicken Curry,1/2 tsp Ginger(grated),ginger,0.5,tsp
Authentic Sri Lankan Chicken Curry,150 ml - 200 ml Water,- 200 ml water,150.0,ml
Naatukozhi Kuzhambu Country Chicken Curry,3 tsp Coriander seeds,coriander seeds,3.0,tsp
Naatukozhi Kuzhambu Country Chicken Curry,1 tsp Cumin seeds,cumin seeds,1.0,tsp
Naatukozhi Kuzhambu Country Chicken Curry,6 Pepper corns,corns,6.0,pepper
Naatukozhi Kuzhambu Country Chicken Curry,5 Fenugreek seeds,seeds,5.0,fenugreek
Naatukozhi Kuzhambu Country Chicken Curry,2 cloves,cloves,2.0,piece
Naatukozhi Kuzhambu Country Chicken Curry,1/4 tsp Mustard seeds,mustard seeds,0.25,tsp
Chicken Kuzhambu (Chicken Curry),9 . Garam masala - 1 tsp,. garam masala - 1 tsp,9.0,piece
Chicken Kuzhambu (Chicken Curry),3 . Cumin - 1 tsp,. cumin - 1 tsp,3.0,piece
Chicken Kuzhambu (Chicken Curry),5 . Clove - 3,. clove - 3,5.0,piece
Fish Curry (Fish Kuzhambu) 🐟,1/2 cup Chopped shallots,shallots,0.5,cup
Fish Curry (Fish Kuzhambu) 🐟,1 lemon size Tamarind(For Kerela style use Kodampuli),size tamarind,1.0,lemon
Fish Curry (Fish Kuzhambu) 🐟,"8 Garlic pods,crushed",podscrushed,8.0,garlic
Fish Curry (Fish Kuzhambu) 🐟,1/2 tsp Mustard seeds,mustard seeds,0.5,tsp
Fish Curry (Fish Kuzhambu) 🐟,1/4 tsp Fenugreek seeds,fenugreek seeds,0.25,tsp
Fish Curry (Fish Kuzhambu) 🐟,"7 In another pan for tempering add 2 tbsp oil. Once oil gets heat add mustard seeds, fenugreek seeds and curry leaves. Fry it.",another pan,7.0,in
Sri Lankan fish curry,10 g Coriander,coriander,10.0,g
Sri Lankan fish curry,150 g Jasmine rice,jasmine rice,150.0,g
Sri Lankan fish curry,1 Vegetable oxo cube,oxo cube,1.0,vegetable
Sri Lankan fish curry,230 g Chickpeas,chickpeas,230.0,g
Sri Lankan fish curry,100 ml Water,water,100.0,ml
Sri Lankan fish curry,200 kg Coley fillet,coley fillet,200.0,kg
Fish curry/ Meen Kuzhambu,500 gm fish(rohu),fishrohu,500.0,gm
Fish curry/ Meen Kuzhambu,2 tsp vadavam,vadavam,2.0,tsp
Fish curry/ Meen Kuzhambu,4 onion (chopped),,4.0,onion
Fish curry/ Meen Kuzhambu,5 Tomato (chopped),,5.0,tomato
Fish curry/ Meen Kuzhambu,1 Small Lemon size tamarind,lemon size tamarind,1.0,small
Fish curry/ Meen Kuzhambu,4 tsp mixed curry masala,mixed curry masala,4.0,tsp
Fish curry/ Meen Kuzhambu,1 Soak tamarind in 1 cup water for ½ hour. Strain and extract from pulp.Clean and wash fish. Set aside.,tamarind in 1 cup water,1.0,soak
Fish curry/ Meen Kuzhambu,10 Serve hot with plain rice.,hot with plain rice.,10.0,serve
Arachuvitta Meen Kuzhambu (Fish Curry in Homemade ground paste),9 . Fenugreek - 1/8 tsp,. fenugreek - 1/8 tsp,9.0,piece
Arachuvitta Meen Kuzhambu (Fish Curry in Homemade ground paste),"1 1. Soak tamarind in warm water for 10 minutes. Take the juice and keep aside. 2. Heat kadai in medium flame add oil. Once oil is hot add shallots, garlic and tomato. Saute till tomato turn mushy. Cool completely grind to smooth paste and keep aside. 3. Heat 2 tbsp of gingelly oil in pan add fenugreek and curry leaves. Once fenugreek started to change colour now add the paste. Saute for 2 minutes.",1. soak tamarind in warm water,1.0,piece
Sri Lankan Egg Curry,2-3 cloves,2-3 cloves,1.0,piece
Sri Lankan Egg Curry,1/2 tsp. mustard seeds,tsp. mustard seeds,0.5,piece
Sri Lankan Egg Curry,1/2 tsp. cumin seeds,tsp. cumin seeds,0.5,piece
Sri Lankan Egg Curry,1/4 tsp. fenugreek seeds,tsp. fenugreek seeds,0.25,piece
Sri Lankan Egg Curry,"2 green chilies, slit",chilies slit,2.0,green
Deviled Shrimp with White Rice,20 large shrimp,shrimp,20.0,large
Deviled Shrimp with White Rice,3 cascabel chiles,chiles,3.0,cascabel
Deviled Shrimp with White Rice,1 bouillon cube,cube,1.0,bouillon
Deviled Shrimp with White Rice,1 cup rice,rice,1.0,cup
Deviled Shrimp with White Rice,2 jalapeño peppers,peppers,2.0,jalapeño
Deviled Shrimp with White Rice,1 chicken bouillon cube,bouillon cube,1.0,chicken
Deviled Shrimp with White Rice,8 And it's ready to enjoy!,it's ready to enjoy!,8.0,and
Hot honey fried shrimp deviled eggs,12 eggs,eggs,12.0,piece
Hot honey fried shrimp deviled eggs,"1/2-1 cup mayo, depending how creamy you like",1/2-1 cup mayo depending how creamy you like,1.0,piece
Hot honey fried shrimp deviled eggs,1 Tbs Dijon mustard,dijon mustard,1.0,tbs
Hot honey fried shrimp deviled eggs,2 Tbs sweet relish,sweet relish,2.0,tbs
Hot honey fried shrimp deviled eggs,1 tsp paprika or Creole seasoning,paprika or creole seasoning,1.0,tsp
Hot honey fried shrimp deviled eggs,"24 pieces raw, deveined shrimp",deveined shrimp,24.0,pieces
Hot honey fried shrimp deviled eggs,1 tsp Creole seasoning,creole seasoning,1.0,tsp
