title,ingredients,instructions,servings,cook_time,url,scraped_at,ingredients_per_person
Mung Bean Curry,"A: 1 tsp Turmeric powder | A:1 tsp Chilli powder | A:1 tsp Dhal | A:1 tbsp Sambar podi | B: 2 cloves Garlic | B:1 tbsp Ghee | Quick Dry Curry Starring Beans Quick Dry Curry Starring Beans As I was using pre-cooked beans, I wanted to make something quick! So I chopped the vegetables finely and made dry curry. You can fully enjoy the beans as they are bigger than the other ingredients. Cut the onion, carrot and potato evenly into 5 mm cubes. It tastes nice with corn as well. I recommend using a scum-removal sheet. Using this sheet, you can remove the scum and excess fat easily as the ingredients are very small pieces. Add 2 blocks of curry roux to start, and one more block if it's needed. For 4 servings. Recipe by Muuko cookpad.japan","A: 1/2 Mung beans soaked overnight | A: 1 tsp Turmeric powder | A:1 tsp Chilli powder | A:1 tbsp Sambar podi | B: 2 cloves Garlic | B:1 pinch Cumin and aniseed | B:3 pcs Dried Chilli | Bring ingredients in A to boil with two cups of water. I took about 1.5 hour on low flame as i wanted the beans and the dhal to be soft that it's mash-able. If you have a pressure cooker this process will be faster Add salt as you deem necessary | Once the dhal and beans are soft, in a pan heat up ghee and add all the other ingredient in B and fry till fragrant. | Pour ingredient B into A and bring it to boil. Add salt as you deem necessary and serve with hot rice or naan | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce",5,2 hours,https://cookpad.com/eng/recipes/15234871,2025-08-07T19:16:03.170773,"A: 1/5 tsp Turmeric powder | A:1/5 tsp Chilli powder | A:1/5 tsp Dhal | A:1/5 tbsp Sambar podi | B: 2/5 cloves Garlic | B:1/5 tbsp Ghee | Quick Dry Curry Starring Beans Quick Dry Curry Starring Beans As I was using pre-cooked beans, I wanted to make something quick! So I chopped the vegetables finely and made dry curry. You can fully enjoy the beans as they are bigger than the other ingredients. Cut the onion, carrot and potato evenly into 5 mm cubes. It tastes nice with corn as well. I recommend using a scum-removal sheet. Using this sheet, you can remove the scum and excess fat easily as the ingredients are very small pieces. Add 2 blocks of curry roux to start, and one more block if it's needed. For 4 servings. Recipe by Muuko cookpad.japan"
Dhal Curry,1 cup dhal | 1/2 cup coconut milk | 1 cup water | 1 tsp salt | 1/2 tsp turmeric powder | 2 green chillies | 1 large onion | 4 pods garlic | 1 spring of Curry leaves | 1 Wash dhal. Add water. | 3 Add the coconut milk and boil it for 5 minutes. | 4 Serves hot.,"/2 cup coconut milk | /2 tsp turmeric powder | spring of Curry leaves | Wash dhal. Add water. | Boil the dhal with salt, turmeric, Curry leaves, onion, green chillies and garlic. Until cooked. | Add the coconut milk and boil it for 5 minutes. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Fluffy Vanilla marble cake | Sweet stuffed pepper soup | Honey Sesame Chicken | Baby Hasselbacks with Brown Butter",,5 mins,https://cookpad.com/eng/recipes/7007040,2025-08-07T19:16:06.843914,1 cup dhal | 1/2 cup coconut milk | 1 cup water | 1 tsp salt | 1/2 tsp turmeric powder | 2 green chillies | 1 large onion | 4 pods garlic | 1 spring of Curry leaves | 1 Wash dhal. Add water. | 3 Add the coconut milk and boil it for 5 minutes. | 4 Serves hot.
Egg plant curry,"1 Onion big | 1 Tomato big | 5 pcs Garlic | 1/4 cup Bengal gram powder | 1 tsp each For masala powder : jeera, pepper, thoor dhal, Bengal dhal | 1/2 tsp each Turmeric, mirchi powder, salt, oil | 1/2 cup Ground coconut paste with fennel seeds | 1 Tamarind gooseberry size","/4 cup Bengal gram powder | tsp each For masala powder : jeera, pepper, thoor dhal, Bengal dhal | -3 Red chillies, methi,all items 1 spoon. Dry fry and powder it | /2 tsp each Turmeric, mirchi powder, salt, oil | Pinch Asafoetida | /2 cup Ground coconut paste with fennel seeds | Tamarind gooseberry size | Place the pan. Pour oil. Put jeera and mustard then curry leaves, green chilli. Add chopped onions saute it then garlic, tomato turmeric and asafotedia. | Add Chopped brinjals saute it. Add turmeric, Mirchi powder then turmeric pulp.let it boil till the raw smell gets over.Add Lil water. Add masala powder stir it,then add Bengal gram powder stir it gently. | Let it boil for 2-3 mins with low flame. Add coconut paste. Have your delicious brinjal curry | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce",,3 mins,https://cookpad.com/eng/recipes/9273263,2025-08-07T19:16:11.378495,"1 Onion big | 1 Tomato big | 5 pcs Garlic | 1/4 cup Bengal gram powder | 1 tsp each For masala powder : jeera, pepper, thoor dhal, Bengal dhal | 1/2 tsp each Turmeric, mirchi powder, salt, oil | 1/2 cup Ground coconut paste with fennel seeds | 1 Tamarind gooseberry size"
Healthy Pumpkin curry (kootu curry),"1/4 cup Soaked Chick peas/ channa (brown is healthy) | 3 tbsp Soaked Black eyed peas or any beans u like | 1 pinch turmeric powder | 3 tbsp grated coconut | 1/2 tsp cumin seeds | 2 clove garlic cloves | 1/4 tsp Red chilly powder | 1 tsp Coconut oil | 1/4 tsp mustard seeds | 6 curry leaves | 1 small dry red chilly | 1 pinch urid dhal | 2 Pressure cook the soaked Black channa and black eyed peas till it is done. | 7 Add the boiled things and ground coconut mixture, mix and cover the pan for 2 minutes.","/4 cup Soaked Chick peas/ channa (brown is healthy) | tbsp Soaked Black eyed peas or any beans u like | /4 kg Yellow Pumpkin | pinch turmeric powder | tbsp grated coconut | /2 tsp cumin seeds | clove garlic cloves | /4 tsp Red chilly powder | /4 tsp mustard seeds | small dry red chilly | Cut Pumpkins into small cubes. Set aside the soaked channa and black eyed beans. ( can be soaked for 3hours) | Pressure cook the soaked Black channa and black eyed peas till it is done. | Once they are done, add the cut Pumpkins, salt and turmeric powder with them and just cook it for one whistle. | Grind coarsely the grated coconut, cumin seeds, red chilly powder and garlic cloves. Just grind roughly | Open the pressure cooker, check the pumpkin, it should be soft. No matter if it loses its shape.",,20 mins,https://cookpad.com/eng/recipes/457761,2025-08-07T19:16:15.432103,"1/4 cup Soaked Chick peas/ channa (brown is healthy) | 3 tbsp Soaked Black eyed peas or any beans u like | 1 pinch turmeric powder | 3 tbsp grated coconut | 1/2 tsp cumin seeds | 2 clove garlic cloves | 1/4 tsp Red chilly powder | 1 tsp Coconut oil | 1/4 tsp mustard seeds | 6 curry leaves | 1 small dry red chilly | 1 pinch urid dhal | 2 Pressure cook the soaked Black channa and black eyed peas till it is done. | 7 Add the boiled things and ground coconut mixture, mix and cover the pan for 2 minutes."
Coconut green lentil curry,"2 tbsp Oil | 1 small onion | 2 small tomatoes | 1 pinch tumeric powder | 1 salt | 1/2 cup coconut milk | 2 tbsp tomato paste | 1/2 tsp red chilli powder | 1 coriander for garnish | 2 cup pre- boiled till soft green dhal/lentils | 1 Heat oil in a pan. | 3 Add the tomato paste,salt and red chilli and fry a little more. | 4 Now add the dhal and a little water and let it boil for 10 mins. | 5 Then add the coconut milk and let it boil some more till curry thickens. | 6 Garnish with coriander.","pinch tumeric powder | /2 cup coconut milk | tbsp tomato paste | /2 tsp red chilli powder | coriander for garnish | cup pre- boiled till soft green dhal/lentils | Heat oil in a pan. | Add finely chopped onion and fry till soft then add the tumeric and tomatoes and fry till tomatoes r mushy. | Add the tomato paste,salt and red chilli and fry a little more. | Now add the dhal and a little water and let it boil for 10 mins. | Then add the coconut milk and let it boil some more till curry thickens. | Garnish with coriander. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan)",,10 mins,https://cookpad.com/eng/recipes/362832,2025-08-07T19:16:19.788906,"2 tbsp Oil | 1 small onion | 2 small tomatoes | 1 pinch tumeric powder | 1 salt | 1/2 cup coconut milk | 2 tbsp tomato paste | 1/2 tsp red chilli powder | 1 coriander for garnish | 2 cup pre- boiled till soft green dhal/lentils | 1 Heat oil in a pan. | 3 Add the tomato paste,salt and red chilli and fry a little more. | 4 Now add the dhal and a little water and let it boil for 10 mins. | 5 Then add the coconut milk and let it boil some more till curry thickens. | 6 Garnish with coriander."
Kerai curry,1 cup Yellow dhal | 3/4 tbsp Salt | 6 garlic | 1/2 tbsp big fennel | 1 tsp small fennel | 1 tomato | 4 red chilli | 1 big onion (if you put more than there will be more taste) | 4 types of spinach | 1 tsp Chilli Powder | 1 Put all the ingredients up to ginger in a pressure cooker and wait for 2 vissels | 2 Wash the leaves thoroughly and put it in the pressure cooker and wait for it to cook. | 3 Once cooked wait till it is not hot anymore,"Turmeric powder for colour | /2 tbsp big fennel | tsp small fennel | A few ginger small ones | big onion (if you put more than there will be more taste) | types of spinach | tsp Chilli Powder | Put all the ingredients up to ginger in a pressure cooker and wait for 2 vissels | Wash the leaves thoroughly and put it in the pressure cooker and wait for it to cook. | Once cooked wait till it is not hot anymore | In another big pan, fry off the anchovies and then take it out and put in the onion and karu thalipu. Let the onion cook well and add in the chilli powder.. | Put in the pressure cooker ingredients in a blender and blend it for 3 times and then pour all in the big pan. | Pour in some water and the add in another 1tsbp of salt and let it boil nicely...then off the stove..The End | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes",6,,https://cookpad.com/eng/recipes/4718174,2025-08-07T19:16:23.718791,1/6 cup Yellow dhal | 1/8 tbsp Salt | 1 garlic | 1/12 tbsp big fennel | 1/6 tsp small fennel | 1/6 tomato | 2/3 red chilli | 1/6 big onion (if you put more than there will be more taste) | 2/3 types of spinach | 1/6 tsp Chilli Powder | 1/6 Put all the ingredients up to ginger in a pressure cooker and wait for 2 vissels | 1/3 Wash the leaves thoroughly and put it in the pressure cooker and wait for it to cook. | 1/2 Once cooked wait till it is not hot anymore
Channa dhal vada curry,"1 cup channa dhal | 4 Red chillies | 1 slice Ginger | 2 Green chillies | 1 cup Chopped onion | 1 Chopped tomatoes | 2 tbsp Oil | 1 Soak channa dhal and red chillies for 2 hours | 2 Coarse grindrind the soaked channa dhal, red chillies, ginger. | 3 Make balls and keep aside | 4 Add oil in a pan. Add chopped onion,tomato, green chillies, curry leaves and soute well | 5 Now add all the spices and tamarind water and salt. | 6 Now add the balls slowly. Do not put the ladle. | 7 Cover it for 5 min. Keep the stove in sim. | 8 Add coriander leaves and serve hot with rice.","cup Chopped onion | Chopped tomatoes | Tamarind 1lemon size (soaked) | Red chilli pow, coriander pow, Turmeric pow, jeera pow and salt | Soak channa dhal and red chillies for 2 hours | Coarse grindrind the soaked channa dhal, red chillies, ginger. | Make balls and keep aside | Add oil in a pan. Add chopped onion,tomato, green chillies, curry leaves and soute well | Now add all the spices and tamarind water and salt. | Now add the balls slowly. Do not put the ladle. | Cover it for 5 min. Keep the stove in sim. | Add coriander leaves and serve hot with rice. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan)",4,20 mins,https://cookpad.com/eng/recipes/16979072,2025-08-07T19:16:27.375089,"1/4 cup channa dhal | 1 Red chillies | 1/4 slice Ginger | 1/2 Green chillies | 1/4 cup Chopped onion | 1/4 Chopped tomatoes | 1/2 tbsp Oil | 1/4 Soak channa dhal and red chillies for 2 hours | 1/2 Coarse grindrind the soaked channa dhal, red chillies, ginger. | 3/4 Make balls and keep aside | 1 Add oil in a pan. Add chopped onion,tomato, green chillies, curry leaves and soute well | 1 1/4 Now add all the spices and tamarind water and salt. | 1 1/2 Now add the balls slowly. Do not put the ladle. | 1 3/4 Cover it for 5 min. Keep the stove in sim. | 8 Add coriander leaves and serve hot with rice."
Dhal papad curry,200grm Gram dal | 20 pieces Papad around | 1 Onion big (thinly sliced) | 1 Tomato big (chopped) | 1 Cinnamon stick finger length | 10 Clove | 5 Cardamom | 2 Bay leaf | 1 tsp Garam masala powder | 1 tsp Red chilly powder | 1 tsp Coriander powder | 1 tbs Ginger garlic paste | 2 Green chilli (slit) | 2 tbs Fennel seed | 1cup Coconut pieces | 1/2 tsp Turmeric powder | 1/2 cup Mint leaves | 1/2 cup Coriander leaves | 2 tbsp Oil | 2 tbsp Ghee,"pieces Papad around | Onion big (thinly sliced) | Tomato big (chopped) | Cinnamon stick finger length | tsp Garam masala powder | tsp Red chilly powder | tsp Coriander powder | tbs Ginger garlic paste | Green chilli (slit) | cup Coconut pieces | /2 tsp Turmeric powder | /2 cup Mint leaves | /2 cup Coriander leaves | Wash dhal, add turmeric powder, chilli powder, coriander powder, sliced onion, tomato, cinnamon stick, clove, cardamom, add water | Add everything in a pressure pan, (after the 1st whistle, reduce flame) and cook for 10min",,10 mins,https://cookpad.com/eng/recipes/16066044,2025-08-07T19:16:31.877114,200grm Gram dal | 20 pieces Papad around | 1 Onion big (thinly sliced) | 1 Tomato big (chopped) | 1 Cinnamon stick finger length | 10 Clove | 5 Cardamom | 2 Bay leaf | 1 tsp Garam masala powder | 1 tsp Red chilly powder | 1 tsp Coriander powder | 1 tbs Ginger garlic paste | 2 Green chilli (slit) | 2 tbs Fennel seed | 1cup Coconut pieces | 1/2 tsp Turmeric powder | 1/2 cup Mint leaves | 1/2 cup Coriander leaves | 2 tbsp Oil | 2 tbsp Ghee
Banana stem nutritious curry,"8 inches Banana stem | 1/2 cup Yellow moong dhal | 1 Onion (thinly slices) | 2 to 4 Green chilli (according to your taste) | 1/4 cup Ground coconut | 2 tbs Ghee | 1 handful Curry leaves | 2 tbsp oil | 1 tsp Cumin seed | 1 tsp Fennel seed | 8 Peeled garlic pearl | 1 Peel the outer skin of the stem and cut it into 1/2 inch thick slices, then cut into small pieces and put in water | 2 Keep a pan, add oil, add cumin seed, and fennel seed, and fry until getting a good aroma | 3 Add onion, and curry leaves, and stir for 2 mins, now add soaked moong dhal, green chili, and banana stem, and stir well, add 1cup of water, turmeric powder, and garlic, cover, and simmer in low flame until moong dhal and stem become soft (if need add 1/4 cup water) | 4 Now add ground coconut, cook for 3min, and add ghee | 5 Enjoy the nutritious curry with rice, roti, etc.","inches Banana stem | /2 cup Yellow moong dhal | Onion (thinly slices) | to 4 Green chilli (according to your taste) | /4 cup Ground coconut | handful Curry leaves | As per Taste Salt | Peeled garlic pearl | Peel the outer skin of the stem and cut it into 1/2 inch thick slices, then cut into small pieces and put in water | Keep a pan, add oil, add cumin seed, and fennel seed, and fry until getting a good aroma | Add onion, and curry leaves, and stir for 2 mins, now add soaked moong dhal, green chili, and banana stem, and stir well, add 1cup of water, turmeric powder, and garlic, cover, and simmer in low flame until moong dhal and stem become soft (if need add 1/4 cup water) | Now add ground coconut, cook for 3min, and add ghee | Enjoy the nutritious curry with rice, roti, etc. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes",4-6,15 mins,https://cookpad.com/eng/recipes/16598498,2025-08-07T19:16:35.114557,"2 inches Banana stem | 1/8 cup Yellow moong dhal | 1/4 Onion (thinly slices) | 1/2 to 4 Green chilli (according to your taste) | 1/16 cup Ground coconut | 1/2 tbs Ghee | 1/4 handful Curry leaves | 1/2 tbsp oil | 1/4 tsp Cumin seed | 1/4 tsp Fennel seed | 2 Peeled garlic pearl | 1 Peel the outer skin of the stem and cut it into 1/2 inch thick slices, then cut into small pieces and put in water | 1/2 Keep a pan, add oil, add cumin seed, and fennel seed, and fry until getting a good aroma | 3 Add onion, and curry leaves, and stir for 2 mins, now add soaked moong dhal, green chili, and banana stem, and stir well, add 1cup of water, turmeric powder, and garlic, cover, and simmer in low flame until moong dhal and stem become soft (if need add 1/4 cup water) | 1 Now add ground coconut, cook for 3min, and add ghee | 5 Enjoy the nutritious curry with rice, roti, etc."
Spinach dhal curry/Pasalai Keerai kootu/Palak dhal sabzi,"1 bunch palak/spinach (chopped) | 1 small onion (chopped) | 1 tsp mustard seeds | 1/2 tsp urad dhal/ ulundhu | 1 tsp chanadhal/ kadalai paruppu | 2 dry red chilli | 1/2 tsp cumin/jeera seeds | 3 tbspn grated coconut | 1/2 cup toor dhal (boiled) | 1/4 tsp turmeric powder | 2 tbspn oil | 1/4 cup Water | 3 Add cumin seeds and dry chilli, followed by onions. Saute till golden brown. | 4 Add salt and turmeric powder. Mix well. | 5 Now add the chopped palak leaves. Cover and cook 5 minutes adding little water. | 6 Open lid and add cooked dhal. Mix well. | 7 Finally add the grated coconut and mix. Serve with steamed rice and curry.","bunch palak/spinach (chopped) | small onion (chopped) | tsp mustard seeds | /2 tsp urad dhal/ ulundhu | tsp chanadhal/ kadalai paruppu | /2 tsp cumin/jeera seeds | tbspn grated coconut | /2 cup toor dhal (boiled) | /4 tsp turmeric powder | Wash the leaves twice in water.Drain and chop the palak leaves. Pressure cook dhal for 1 whistle. Keep all the ingredients ready. | Heat oil, add mustard seeds after it cracks add urad dhal and chanadhal. Saute till golden. | Add cumin seeds and dry chilli, followed by onions. Saute till golden brown. | Add salt and turmeric powder. Mix well. | Now add the chopped palak leaves. Cover and cook 5 minutes adding little water. | Open lid and add cooked dhal. Mix well.",5,25 mins,https://cookpad.com/eng/recipes/12651413,2025-08-07T19:16:38.930926,"1/5 bunch palak/spinach (chopped) | 1/5 small onion (chopped) | 1/5 tsp mustard seeds | 1/10 tsp urad dhal/ ulundhu | 1/5 tsp chanadhal/ kadalai paruppu | 2/5 dry red chilli | 1/10 tsp cumin/jeera seeds | 3/5 tbspn grated coconut | 1/10 cup toor dhal (boiled) | 0.05 tsp turmeric powder | 2/5 tbspn oil | 0.05 cup Water | 3/5 Add cumin seeds and dry chilli, followed by onions. Saute till golden brown. | 4/5 Add salt and turmeric powder. Mix well. | 1 Now add the chopped palak leaves. Cover and cook 5 minutes adding little water. | 1 1/5 Open lid and add cooked dhal. Mix well. | 7 Finally add the grated coconut and mix. Serve with steamed rice and curry."
Dal Curry / Yellow Lentils Curry / Sambar,"200 g (1 C) chana dhal or yellow lentils | 1 carrot - finely diced | 1 Medium potato - finely diced | 1 brown onion - finely diced | 1 tsp cumin powder | 1 tsp coriander powder | 2 tsp turmeric powder | 2 tsp chicken seasoning powder | 2 tbsp cooking oil | 1 tsp Panch Phoran | 1 sprig curry leaves | 1 shallot - sliced | 3 dried chillies (opt) | 1 . use store bought ready-mixed Panch Phoran or mix a tbsp each of the 5 spices in a bowl. Use a tsp for this recipe | 2 Prepare all ingredients. | Okra(Lady finger) with DaL(Lentil) Curry Okra(Lady finger) with DaL(Lentil) Curry #dalcurry Okra (Abelmoschus esculentus), is known in many countries as ladies' fingers or ochro, is a flowering plant in the mallow family. It is valued for its edible green seed pods. The geographical origin of okra is disputed, with supporters of West African, Ethiopian, and South Asian origins. Raw okra is 90% water, 2% protein, 7% carbohydrates and negligible fat. In a 100 gram amount, raw okra is rich (20% or more of the Daily Value, DV) in dietary fiber, vitamin C and vitamin Ke, with moderate contents of thiamin, folate and magnesium. Today am going to share a delicious recipe with this okra and Lentil. It's a dal curry can be eaten with steamed rice roti or paratha whatever you can. Let's cook 😊. [ Note - Panch phoron is a whole spice blend, used in the cuisine of Bangladesh, Eastern India and Southern Nepal. The name literally means ""five spices""( Panch Phoron in Bangladeshi Language) and is also known as in; Maithili panch phoron), Nepali Padukone Masala), Assamese (pas phoṛôn) and Odia pancha phutana).] Bengali Spice 💚",A. Cooked until tender | g (1 C) chana dhal or yellow lentils | /2 C finely diced potatoes | B. Cooked until tender | carrot - finely diced | Medium potato - finely diced | brown onion - finely diced | tsp cumin powder | tsp coriander powder | tsp turmeric powder | tsp chicken seasoning powder | tbsp cooking oil | tsp Panch Phoran | sprig curry leaves | shallot - sliced,,1 mins,https://cookpad.com/eng/recipes/14205776,2025-08-07T19:16:42.853785,"200 g (1 C) chana dhal or yellow lentils | 1 carrot - finely diced | 1 Medium potato - finely diced | 1 brown onion - finely diced | 1 tsp cumin powder | 1 tsp coriander powder | 2 tsp turmeric powder | 2 tsp chicken seasoning powder | 2 tbsp cooking oil | 1 tsp Panch Phoran | 1 sprig curry leaves | 1 shallot - sliced | 3 dried chillies (opt) | 1 . use store bought ready-mixed Panch Phoran or mix a tbsp each of the 5 spices in a bowl. Use a tsp for this recipe | 2 Prepare all ingredients. | Okra(Lady finger) with DaL(Lentil) Curry Okra(Lady finger) with DaL(Lentil) Curry #dalcurry Okra (Abelmoschus esculentus), is known in many countries as ladies' fingers or ochro, is a flowering plant in the mallow family. It is valued for its edible green seed pods. The geographical origin of okra is disputed, with supporters of West African, Ethiopian, and South Asian origins. Raw okra is 90% water, 2% protein, 7% carbohydrates and negligible fat. In a 100 gram amount, raw okra is rich (20% or more of the Daily Value, DV) in dietary fiber, vitamin C and vitamin Ke, with moderate contents of thiamin, folate and magnesium. Today am going to share a delicious recipe with this okra and Lentil. It's a dal curry can be eaten with steamed rice roti or paratha whatever you can. Let's cook 😊. [ Note - Panch phoron is a whole spice blend, used in the cuisine of Bangladesh, Eastern India and Southern Nepal. The name literally means ""five spices""( Panch Phoron in Bangladeshi Language) and is also known as in; Maithili panch phoron), Nepali Padukone Masala), Assamese (pas phoṛôn) and Odia pancha phutana).] Bengali Spice 💚"
Anchovies Fish Curry/Nethili Meen Kuzhambu,500 grams Achovies Fish | 5 tbspn gingely oil | 1 tspn fenugreek seeds | 1 tsp mustard seeds | 1/2 tsp urad dhal | 10 garlic cloves | 2 spring curry leaves | 10 shallots/1 onion (chopped) | 1 tomato (chopped) | 2 green chillies (slit) | 1/2 tsp turmeric powder | 1 tsp red chilli powder | 1 tbspn coriander powder | 2 tbsp mixed curry masala/kuzhambu podi | 2 tbspn coriander leaves (chopped) | 2 onions | 2 tomatoes | 1 tbspn cumin seeds | 1 Lemon size tamarind | 1 cup water,grams Achovies Fish | tbspn gingely oil | tspn fenugreek seeds | tsp mustard seeds | /2 tsp urad dhal | spring curry leaves | shallots/1 onion (chopped) | tomato (chopped) | green chillies (slit) | /2 tsp turmeric powder | tsp red chilli powder | tbspn coriander powder | tbsp mixed curry masala/kuzhambu podi | tbspn coriander leaves (chopped) | tbspn cumin seeds,5,30 mins,https://cookpad.com/eng/recipes/12906370,2025-08-07T19:16:46.355315,100 grams Achovies Fish | 1 tbspn gingely oil | 1/5 tspn fenugreek seeds | 1/5 tsp mustard seeds | 1/10 tsp urad dhal | 2 garlic cloves | 2/5 spring curry leaves | 2 shallots/1 onion (chopped) | 1/5 tomato (chopped) | 2/5 green chillies (slit) | 1/10 tsp turmeric powder | 1/5 tsp red chilli powder | 1/5 tbspn coriander powder | 2/5 tbsp mixed curry masala/kuzhambu podi | 2/5 tbspn coriander leaves (chopped) | 2/5 onions | 2/5 tomatoes | 1/5 tbspn cumin seeds | 1/5 Lemon size tamarind | 1/5 cup water
Garlic and bottle gourd curry,100 grams Garlic | 150 grams bottle goud | 2 spoons Sambar powder. | 1 tsp Urad dhal | 3 spoons Oil | 1 Peel garlic and cut bottle gourd into small pieces. | 3 Then add garlic fry it.Put bottle guard and fry it. Add salt and sambar powder. | 4 Cook for 2 whistles.,grams bottle goud | spoons Sambar powder. | as required Mustard seeds | as required curry leaves | Peel garlic and cut bottle gourd into small pieces. | In a pressure cooker put oil add mustard seed and urad dhal. When it splitters add curry leaves. | Then add garlic fry it.Put bottle guard and fry it. Add salt and sambar powder. | Cook for 2 whistles. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Paleo Zucchini Fritters | Fried Cabbage & Bacon,2,20 mins,https://cookpad.com/eng/recipes/12196891,2025-08-07T19:16:50.980349,50 grams Garlic | 75 grams bottle goud | 1 spoons Sambar powder. | 1/2 tsp Urad dhal | 1 1/2 spoons Oil | 1/2 Peel garlic and cut bottle gourd into small pieces. | 1 1/2 Then add garlic fry it.Put bottle guard and fry it. Add salt and sambar powder. | 2 Cook for 2 whistles.
Cucumber Curry,"2 cucumber | 1/2 cup moong dhal | 1 tsp cumin seeds | 1 tsp sambar powder | 1 tsp mustard seeds | 1 tsp urad dhal | 1/4 tsp turmeric powder | 2 tsp oil | 1 Peel and slice cucumber. Add turmeric and cucumber to dhal and pressure cook for 2whistle | 2 Heat a pan. Add oil,mustard and urad dhal. | 3 Once it sputters add cumin seeds and cooked dhal. | 4 Add sambar powder and salt to taste. cook well till the raw smell of powder goes off. | 5 Garnish with coriander leaves","/2 cup moong dhal | tsp sambar powder | tsp mustard seeds | /4 tsp turmeric powder | Peel and slice cucumber. Add turmeric and cucumber to dhal and pressure cook for 2whistle | Heat a pan. Add oil,mustard and urad dhal. | Once it sputters add cumin seeds and cooked dhal. | Add sambar powder and salt to taste. cook well till the raw smell of powder goes off. | Garnish with coriander leaves | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Vegetables Fritters (Indonesian Bala-Bala)",3,20 mins,https://cookpad.com/eng/recipes/12043845,2025-08-07T19:16:54.959437,"2/3 cucumber | 1/6 cup moong dhal | 1/3 tsp cumin seeds | 1/3 tsp sambar powder | 1/3 tsp mustard seeds | 1/3 tsp urad dhal | 1/12 tsp turmeric powder | 2/3 tsp oil | 1/3 Peel and slice cucumber. Add turmeric and cucumber to dhal and pressure cook for 2whistle | 2/3 Heat a pan. Add oil,mustard and urad dhal. | 1 Once it sputters add cumin seeds and cooked dhal. | 1 1/3 Add sambar powder and salt to taste. cook well till the raw smell of powder goes off. | 5 Garnish with coriander leaves"
Potato Curry,"3 potatoes | 2 Onion chopped | 5 Garlic crushed | 1 tsp Curry leaves | 1 tsp Sambhar powder | 1 tsp Chicken 65 masala | 1 Take the potatoes and boil in the pressure cooker and keep it aside. | 3 Now take a pan, add oil in it. | 4 Once the oil is heated, add mustard, urad dhal and curry leaves. | 5 Now add the chopped onions and garlic into it. Fry it to Golden brown colour. | 6 Now at this stage add, chicken 65 masala and sambar masala to it. | 8 At this stage add the salt and add the boiled potatoes. | 9 Now mix it all together well and cook until it's raw smell goes.","/2 spoon Mustard seeds | /2 spoon Urad dhal | tsp Curry leaves | tsp Sambhar powder | tsp Chicken 65 masala | Take the potatoes and boil in the pressure cooker and keep it aside. | Once pressure is released, remove the potato from water and peel it's skin and cut it into pieces. | Now take a pan, add oil in it. | Once the oil is heated, add mustard, urad dhal and curry leaves. | Now add the chopped onions and garlic into it. Fry it to Golden brown colour. | Now at this stage add, chicken 65 masala and sambar masala to it. | Keep the flame in low, and make sure the masala is not burnt. To avoid burning, add ¼ cup of water. | At this stage add the salt and add the boiled potatoes. | Now mix it all together well and cook until it's raw smell goes. | Finally add few oil, give a quick mix and serve it. This goes well with sambar rice and curd rice.",3,30 mins,https://cookpad.com/eng/recipes/11782178,2025-08-07T19:16:58.738937,"1 potatoes | 2/3 Onion chopped | 1 2/3 Garlic crushed | 1/3 tsp Curry leaves | 1/3 tsp Sambhar powder | 1/3 tsp Chicken 65 masala | 1/3 Take the potatoes and boil in the pressure cooker and keep it aside. | 1 Now take a pan, add oil in it. | 1 1/3 Once the oil is heated, add mustard, urad dhal and curry leaves. | 1 2/3 Now add the chopped onions and garlic into it. Fry it to Golden brown colour. | 2 Now at this stage add, chicken 65 masala and sambar masala to it. | 2 2/3 At this stage add the salt and add the boiled potatoes. | 3 Now mix it all together well and cook until it's raw smell goes."
